role,frequency_hz,t_0.128,t_0.256,t_0.384,t_0.512,t_0.640,t_0.768,t_0.896,t_1.024,t_1.152,t_1.280,t_1.408,t_1.536,t_1.664,t_1.792,t_1.920,t_2.048,t_2.176,t_2.304,t_2.432,t_2.560,t_2.688,t_2.816,t_2.944,t_3.072,t_3.200,t_3.328,t_3.456,t_3.584,t_3.712,t_3.840,t_3.968,t_4.096,t_4.224,t_4.352,t_4.480,t_4.608,t_4.736,t_4.864,t_4.992,t_5.120,t_5.248,t_5.376,t_5.504,t_5.632,t_5.760
abnormal,503.90625,-85.91499988226168,-87.07754501051198,-72.84076094019694,-85.64365137044067,-75.41161361815978,-71.74248740667083,-74.8402000408909,-75.4000431254771,-79.9030295615927,-79.59514462724451,-72.6526380277507,-71.2837259206496,-74.53335979925114,-80.69237821494335,-78.46067595538115,-79.16324062369723,-74.73839166804312,-74.4740820966508,-73.90680743271743,-71.39900372924333,-72.65378559052,-75.72475377062624,-72.29880234145797,-73.37091360755676,-73.61251426884321,-76.35935825264357,-72.1103531059212,-75.9724282243135,-80.96698560930241,-77.79647192354835,-91.38647306057179,-89.82084604736337,-97.73209131929008,-75.83370196738143,-75.46914458750585,-75.32576170428668,-74.57642676578143,-75.70671228490977,-77.21095407516502,-82.52276544345952,-76.00766603855341,-71.33039739563313,-67.64126453662936,-82.6975528123537,-82.0983310450074
abnormal,507.8125,-78.95777452720752,-73.59078425539046,-80.02320559618406,-79.19834451872633,-81.06314894266433,-76.47837647910137,-77.27763319718117,-84.78718811989721,-80.0925169684207,-74.85565125796329,-76.77705476195727,-74.19564549224978,-74.26200945642188,-78.86295408065173,-74.45476874012269,-78.37237253459904,-82.41780446437708,-78.03673893254138,-72.26483143861523,-78.9607115680067,-70.95432746790722,-75.26837317008288,-74.49707982612526,-74.4406902047053,-86.34478756572705,-77.13205517474523,-76.67264357771528,-70.0967016174218,-79.48149651310891,-81.25372918010429,-90.95389524106707,-79.32837150217186,-74.62529917507206,-76.09628926113899,-71.53599751971271,-70.79384311992324,-93.6860377064125,-83.7243267095736,-76.01832378224886,-84.86368951262466,-73.73524112985015,-64.51458570701355,-66.16158804083487,-90.72859730960468,-83.68608073508005
abnormal,511.71875,-76.65319418031181,-87.77134302306894,-78.46318300347502,-94.89479008821937,-83.66386001152495,-80.72108935085797,-90.17741941500657,-85.73224868890172,-80.8432582726927,-80.17842983159554,-78.4102410803248,-87.92013282033237,-82.91700783088513,-75.60053185531521,-80.16169581797614,-76.98469370115868,-85.83437670538962,-79.12498096376461,-88.34181345183947,-72.60399936489476,-72.76751072828114,-74.58472797388008,-71.21608562162514,-76.64629737599623,-77.89600689955711,-91.62792189709849,-71.83361094834574,-73.97293355584375,-75.47449667788081,-81.56988748386921,-85.58092118154187,-80.54926219602422,-82.18147131976843,-72.53019844110425,-70.62001341071125,-76.16489727081748,-72.57311161005795,-74.39895080023719,-73.73811781741959,-78.84844044160316,-74.75278761670482,-72.03504386071451,-66.9359380619264,-81.11967458312854,-82.08743023309975
abnormal,515.625,-81.4452242060043,-89.73913510258316,-85.90362797870361,-89.5697893284233,-82.22106250040197,-83.53807465260329,-91.31228446007968,-78.94561446911013,-84.10571427315597,-77.99549129628994,-86.84613192033399,-84.15753803797436,-77.90285545689679,-88.71340852496344,-79.69594468989705,-80.07003062819464,-83.46251123708535,-81.46015062728074,-76.44321484034151,-75.20940431496713,-80.65895314165172,-80.01889510602,-87.03064550938436,-82.08849409555171,-77.13268666498637,-73.20741681900245,-75.60140484769272,-76.1065651356879,-82.01041585534944,-81.97759514216536,-82.30553674097953,-80.66017001015923,-84.15187286836866,-76.49600819902122,-73.01897200537671,-69.49338658451347,-86.52518438170844,-73.64743285638542,-76.52928290035217,-78.49092750386875,-84.88862779962845,-66.67202526999866,-69.26038606848891,-88.09329133261996,-74.9774489752791
abnormal,519.53125,-88.02843266243389,-81.29365697195915,-78.54817828703072,-85.20241672489908,-80.88059302359069,-82.81165190573802,-77.65322789410044,-101.03202070308845,-91.37226347263253,-78.52414334145601,-75.86923887794829,-79.06327374155214,-96.72837962784547,-98.16644311588558,-83.87104708315518,-77.5391869524012,-81.73226641156154,-83.47159148819176,-82.03951828670158,-79.04196270271265,-80.29663523973697,-74.58368845065519,-75.37822610229962,-81.74984129720829,-79.43341957777947,-76.11461354159991,-75.41821039355736,-77.92163105514209,-86.73220481122576,-84.83987157877485,-87.5756091915203,-77.54489914990528,-83.3395122683899,-87.02623109590027,-77.98517791017444,-85.06503656494564,-74.08759929823513,-93.9654005656152,-79.28267379309736,-77.66448004080084,-87.22889068389523,-68.81245916495865,-70.35975331248918,-91.47587335157249,-74.10991540072105
abnormal,523.4375,-87.31651627220911,-93.06680625860895,-79.55261969079986,-76.97773693429471,-78.51749186782831,-75.60511104336071,-87.64728123441017,-86.80479877908134,-89.6916840278424,-82.30071575183166,-81.17257087187815,-80.55685375693972,-80.33483345744281,-97.89350191845321,-84.9734571511442,-81.6929765826325,-84.76778143758507,-94.96984175323095,-78.66768721185926,-79.63245088727578,-71.78645563895004,-84.05740514525631,-93.82028302793707,-78.86709701610583,-81.63592279279223,-81.88904046443145,-81.42386330507199,-81.15994348913274,-86.79112162329832,-83.48674694570147,-82.2149021329875,-83.65845852164134,-80.14446517610962,-80.00766349773241,-79.16366814788942,-81.89431455100875,-85.27247340172178,-76.50770972399428,-76.8543436736356,-78.70948141700583,-83.68450029659812,-72.44157051525778,-69.03541311057266,-87.7571439495137,-81.6701103662266
abnormal,527.34375,-85.46893653857575,-82.5208565522916,-92.74036879482048,-77.82787978946261,-76.66696675302137,-81.74817135822761,-79.9796062832026,-84.83369592117828,-87.22564587957967,-75.35053304768506,-73.02808097824298,-82.26852611959015,-92.05848530965758,-84.92854702326107,-79.5736714489389,-80.58334039876657,-83.78485699733315,-80.73555509798653,-79.75615813266853,-83.26019513879409,-84.77583281660716,-75.1843989264775,-81.44767363366968,-87.7410905951977,-81.16208297445687,-76.0496547848032,-77.96443199455739,-76.58203804442533,-79.89526828431872,-79.25787147810483,-85.73331869333109,-88.31768238529749,-81.68730881811172,-74.9997328976359,-80.25867798237327,-84.8408651981413,-78.76089457256396,-83.53701805483878,-84.77485144009775,-83.27068966338466,-73.79871446840745,-68.50103325343187,-72.60157227663453,-80.89246189622764,-79.72755794481048
abnormal,531.25,-85.66011185693165,-91.06445250942484,-84.74086819731698,-93.39075535025998,-85.54739141963191,-79.82366618881804,-77.59649412071744,-86.52625898622705,-90.34579990151894,-75.7967473840925,-80.34544993033627,-81.05710972641344,-90.00805103985533,-80.89138703812756,-79.72828413519424,-82.00178545478268,-89.90078807678421,-78.83408040668081,-87.80442541546292,-84.96602829679995,-88.65883050900344,-76.77592415906591,-92.29226321835641,-91.94718125512989,-80.58954545538369,-78.47475041653956,-82.44362744691296,-85.68569829789766,-77.04549507110683,-90.82601454003496,-110.96107774620026,-101.08441808480092,-88.04932268035964,-81.8082481728497,-77.84344828041641,-82.82687458286739,-77.9115318694528,-78.75198646674305,-86.30037701452154,-85.09043952401292,-74.65476890852219,-73.26040959685976,-70.91278727302478,-85.47253210867787,-89.02282500282256
abnormal,535.15625,-86.38705220295235,-84.63281343426785,-89.32996990954027,-86.65936810937453,-79.13872165806654,-74.44748139111216,-79.28800832565365,-82.47586742844996,-97.05217605434746,-94.95723719644917,-80.81710731593893,-80.62356677390186,-81.50696967497336,-77.25700577126722,-82.45981227122499,-77.07708284075912,-87.76625725764548,-82.64025009485397,-80.86526596136837,-88.07617852345214,-82.83112712605177,-84.30529471096642,-82.9850428221965,-92.26230995436772,-85.43602050122644,-83.56316937708768,-81.81878198145398,-78.05547617078608,-86.81151863628432,-85.70375832675919,-87.23462239114907,-90.44170540349816,-89.70337647319934,-85.24348282101828,-82.46539240569895,-89.16585119055352,-89.51320644747364,-89.03118199948216,-84.270366653154,-83.40976794677104,-80.97740767439694,-71.31214667894055,-75.06305567489021,-81.49482322142134,-82.29131268837503
abnormal,539.0625,-82.9187051981385,-92.49865635050898,-81.34413612071626,-85.43918808273516,-83.29427100149448,-86.51999546431901,-83.10731394457278,-82.53389600490095,-88.9481269851869,-79.16994965274822,-78.44399577502374,-89.1762693211915,-81.57784839542137,-85.46761249383951,-81.76055737985281,-87.64986560289768,-88.73411543979194,-84.38150123138576,-80.88487062499355,-93.04138549438471,-98.09526804370655,-82.38146924972087,-78.86541986610307,-84.68454171816747,-85.82790102668271,-80.20430457010332,-81.48523380976032,-85.53043776075722,-87.96860356049442,-93.00158386443596,-95.04661170202615,-85.15567734476961,-84.57304126360326,-92.22408210686626,-88.98842073366774,-82.66450983830815,-79.03517327452084,-93.70100461481597,-89.00080648706722,-89.99867930198079,-82.72922449739028,-74.6893360000461,-75.35533819818214,-87.7648899646163,-83.96783792600387
abnormal,542.96875,-87.08541075811574,-84.49743236017694,-86.89563853634034,-88.38607925850766,-86.66220029718346,-82.68556794205611,-83.46039472473723,-87.59861467709936,-86.45653237555925,-84.24950694264217,-81.55946358638361,-93.9542586134224,-84.7666564330454,-84.4068347320946,-94.64883621416094,-96.48323647627485,-89.54387695707439,-95.55598820143427,-88.34965581520486,-83.85973740095358,-81.76263911889235,-85.37846751403603,-80.5939052054098,-82.24327905834029,-85.36218372653963,-83.185307633954,-79.83668986658442,-79.64664600584646,-80.8392639276583,-84.9087149800529,-102.88179653805253,-87.49932107841674,-83.95202022147123,-84.21603120418857,-84.93038882991499,-80.95026976182767,-82.29980991814446,-84.58708388037273,-91.53261327427012,-88.78292233742806,-85.95056597783946,-76.7736259538687,-76.16195119396542,-86.90664561328379,-82.24441716687173
abnormal,546.875,-90.8507644920306,-83.22801257149845,-86.03278009182604,-86.58350443853942,-84.28304470021689,-104.62897019843716,-108.00595747536656,-86.30877948527568,-87.96752134904581,-89.30478793475352,-82.56122714429216,-94.45543446946306,-88.93815145851232,-82.36432800306657,-101.63794359890255,-84.33128909071604,-82.10583383708476,-81.31123756117384,-91.06309041241602,-89.47106092825096,-86.31049781977632,-93.69406216980911,-97.99767935369556,-87.74038117242922,-82.36879588155317,-79.49475101173492,-88.32462431501732,-82.11685825346828,-84.77993678918824,-87.22648207988563,-87.99441311087962,-92.28501395327419,-103.25573857526656,-89.87800836396465,-79.19399747470321,-97.47856142978469,-95.18860930726596,-102.05497297501066,-96.35601566247693,-100.17572589031496,-85.32133560997548,-77.72412720367245,-77.9494067982804,-82.1886216372666,-85.57913642090037
abnormal,550.78125,-84.09193675741832,-89.69560671781949,-85.9415712323894,-88.24474213201883,-94.46888136049174,-80.44681011804884,-84.27652996303941,-92.6233931323617,-93.1330751866933,-88.65875551052594,-87.09479394962383,-83.1785351862416,-96.67422111911844,-87.78624620539817,-90.47941748445044,-105.37435295329851,-85.47091959752039,-95.01624944769402,-85.52554655714269,-92.65827327558188,-87.32531037348312,-94.82700735108298,-92.00221443189314,-91.4516838290173,-93.84208829092074,-81.94983578295353,-81.86304101622693,-86.37090345292911,-81.62642103397192,-108.06226742638876,-88.60049045934531,-87.1142493600224,-92.06627966952533,-86.30540763085034,-89.39748217920551,-79.13620870579548,-83.13234461479266,-88.29276420182833,-101.27641322331327,-96.77318105801996,-83.12856276353327,-74.93926089817404,-74.33230882967015,-97.64682040530755,-93.91953817472998
abnormal,554.6875,-80.43874303419639,-86.2084473248153,-85.10097710442317,-82.5762501034533,-87.10713504849966,-83.90287760999,-78.45834490143844,-86.60726290122595,-95.98378850034642,-94.66577807933766,-85.91887797736294,-85.8314509385659,-92.51191591286738,-95.33104824690115,-97.63525228652804,-86.51327687554321,-87.21124045162767,-97.33473851030453,-96.28137452182395,-90.28732040590384,-95.31110803317682,-85.87629709877191,-88.07039678205898,-88.17625446970825,-90.9758408421921,-88.86538127575989,-81.32868814808478,-78.40016152519388,-86.93897610364785,-88.4553101713076,-101.41505183662227,-88.12427379365866,-91.33160048785936,-101.12556973605132,-87.30044594703506,-87.48634144972526,-90.67656458258804,-94.22470830656269,-92.16965895340272,-98.30484741078506,-99.85859664534397,-76.70225826464528,-75.83407574848148,-99.39853010536487,-95.15180285662143
abnormal,558.59375,-97.21115638188991,-95.84428458798402,-100.25104817110463,-89.62455728540206,-89.43169270276208,-82.67736151955165,-91.2647603035127,-89.02470859343913,-93.02008979467614,-95.20282850268902,-89.10881609393226,-86.95625320786264,-97.74010672868724,-109.13941053283351,-91.39381222240311,-83.76787027756049,-87.90624304870916,-94.04719549408406,-86.60294772864937,-83.31772568982223,-91.9994899790636,-90.1921399602348,-98.24436149490593,-89.6977454961283,-88.6097059421966,-87.07275006887298,-95.23538375898491,-86.47980028753885,-92.76392435096636,-101.16822175977023,-99.28455732707549,-90.25315276261219,-97.88129512517627,-87.9270136322674,-86.43335698073436,-88.94835079209103,-84.46488002773263,-87.62283015789433,-92.98381704259826,-94.86708698939444,-92.5080570575747,-80.0346299877755,-79.60232932637687,-89.13674616321367,-89.13912748173641
abnormal,562.5,-86.06277644342916,-85.51281755154218,-82.52378461427242,-86.4543230881346,-84.39128986324906,-86.74671457196908,-93.6568443933827,-101.14564305087836,-92.87802461038063,-91.00831876362045,-84.74008109652422,-94.67042569009573,-90.75294934818277,-104.30932859574267,-95.81154708974638,-94.76848703211442,-91.65727977534411,-100.76525044637877,-84.26589729043086,-90.71106376265668,-86.16765442616425,-91.02850566835994,-86.30019818271153,-91.54491500580752,-91.1661304506604,-95.32680935011398,-85.22954611051924,-91.56755841775016,-99.02466717429988,-97.96596209087937,-95.68882420994635,-87.3676788583527,-96.02569680011884,-91.22445630447015,-86.90629101554342,-87.32583627571499,-95.44174335330047,-88.49660298069809,-99.64607789744349,-98.47841269664414,-88.48745039967315,-78.934428145419,-82.95635418481646,-96.96239923248368,-91.52265671443101
abnormal,566.40625,-93.44130883716647,-89.3825560919975,-98.13409985027187,-94.5851586142568,-92.55814666143202,-87.97498949218354,-82.75773405527765,-91.64374168025331,-95.08252779059387,-91.200849089419,-90.69195514044563,-99.48442597222403,-101.82431064664601,-93.99603240894439,-94.55542544868183,-96.93700073957919,-99.78606625421408,-94.37351949653633,-106.29929852056623,-93.0960362942308,-99.60428052850267,-83.49871350645886,-85.75172738183832,-99.7505681933594,-93.58329154077919,-95.36723964535709,-87.24346621856036,-97.3092171461537,-93.82394138369848,-92.75866797194328,-92.44352759450913,-93.8900173239527,-92.61520029604551,-92.50957071002404,-94.76672758651246,-102.5437584806956,-88.22436356547898,-91.87913879527783,-95.39714917115388,-93.26567201992756,-88.41951313087719,-84.1045806686979,-77.99200489790421,-92.92052606938653,-90.8411101269847
abnormal,570.3125,-116.71438880822888,-87.77533547027481,-88.26818562854169,-91.62759457731974,-93.92239220974088,-89.4879802302892,-98.46531407043175,-88.10112656413608,-99.55786827505781,-91.87032200805659,-91.24840403106995,-91.92917151894716,-87.37365638878038,-93.68149633441911,-90.50129807318825,-87.8875811949655,-99.78718549957208,-104.19867013605419,-95.48939676756117,-88.6075585308221,-86.78679087690689,-86.96102652410318,-85.42005769100312,-94.28783922987554,-92.78078969006721,-91.41434631728366,-89.68843332991162,-89.35205170895847,-90.71138506631577,-96.48921397183824,-92.33152997141934,-87.46172989975611,-88.28204336497576,-90.90670358556993,-93.21541298111507,-94.79224198970927,-96.9184335469071,-99.25815003345151,-104.61193356698516,-100.62805321150863,-84.58521019352807,-80.24865182401273,-82.50926033488513,-89.72030679369814,-95.06903647128834
abnormal,574.21875,-88.59636217375558,-99.25591699139514,-89.44425444424907,-95.35552850854833,-89.7398021873546,-97.73371910617453,-107.37287754962983,-93.83086673443464,-105.24212550791981,-94.97964028744667,-95.50394885086887,-87.02653892553735,-87.35267610486184,-96.56991634481801,-90.47055469760488,-91.59408525334078,-88.89800813963626,-97.6966292303309,-98.10554324934976,-88.84480401935137,-93.25661660661706,-87.20163224307319,-89.18088383790544,-93.92073772607327,-103.09269445167062,-96.86486078769155,-87.28025889643956,-88.02783190601012,-100.50591904524455,-93.70464555796273,-95.45534704141312,-108.24825519369212,-94.55293135885064,-93.54354796914961,-96.1891787317256,-96.6690765815059,-91.0875806435416,-93.14585814697394,-96.4337497957977,-101.3272089641969,-90.47487786442245,-82.10761351561862,-87.12364990327703,-103.77284083432853,-95.54706095126187
abnormal,578.125,-94.03795497847065,-92.50619422104977,-93.3702460357334,-95.47634627405822,-102.59044146889744,-94.1245381809861,-99.89524645748263,-93.2766071690294,-100.53730180895604,-88.61376913309053,-93.93886801516622,-93.05956279676576,-90.90431766286186,-101.39938250859196,-93.96468910591804,-87.33886381323431,-99.0338942732825,-92.81076154943665,-96.7626019854803,-98.89477015240125,-93.44205354983892,-92.86413843647786,-92.68153924247335,-108.49545643692906,-99.58139269579853,-95.07173060164854,-87.50146340520206,-88.42841738151718,-97.49769458374675,-97.78011536651194,-100.88848820524021,-98.00173072639478,-97.38055612306945,-103.12125566543867,-106.70192594418421,-97.37245394728129,-100.82583426624717,-102.39566166275034,-94.26437457546643,-101.5458266655688,-88.28800566062444,-83.31497541525833,-83.79222438810346,-103.68961949310615,-92.74523028483323
abnormal,582.03125,-89.29040769917778,-89.71592519206794,-88.35093148615712,-95.22393327514605,-90.47618066776664,-88.6777650113992,-95.86987842562372,-96.61094251190306,-98.23514102315906,-90.69918934030134,-89.87685814185916,-93.28612277748695,-98.05416517730563,-114.15793794541962,-91.77631357291389,-102.24442311982298,-91.88053188895549,-98.58253296033539,-102.15239420610267,-106.43751351065909,-95.3231616596421,-110.21158862843347,-100.22550411734053,-104.62049755692587,-102.30796027600366,-93.55889276328143,-104.33018769573351,-99.4391520864042,-95.48467272837408,-100.51602452972348,-95.60287523194762,-95.40666410839444,-99.85232348969154,-92.98584644574223,-97.96912343340753,-100.03567175301856,-103.00452591950912,-96.08508275446118,-95.83859427928617,-93.3591182234052,-93.5928170467359,-83.27961828127258,-81.92712382143239,-102.6925398087247,-93.86318784213549
abnormal,585.9375,-100.92567346476443,-95.10814938205847,-93.80091939385744,-96.86840907449722,-95.94476765873183,-91.67698003669312,-95.32635287180007,-98.3378199705831,-99.95371979349615,-101.89586750217885,-100.28471274977478,-97.31196263708006,-91.9685396547782,-99.5637792532925,-95.94414977946455,-94.35685942515676,-103.01856657226301,-98.18348317744022,-101.10417562011092,-103.93562535226769,-106.86316047676985,-95.33954171610549,-99.3744911123443,-101.72235246569943,-100.02746491632955,-96.61229677015406,-89.7203840429984,-97.83670434138426,-98.42403126844466,-95.7919150699903,-102.87571722885099,-97.54117307121616,-93.28458731435488,-102.12171395233923,-91.63659708670146,-95.56847900495542,-101.78728114429015,-89.0434884709194,-88.4378488987734,-93.37137706128351,-101.79061453879136,-85.26002363739889,-85.21865702301969,-103.42377493224781,-98.15688920291548
abnormal,589.84375,-96.83646513649337,-92.03782790446485,-104.05719259411201,-102.31648692982426,-99.90526748974042,-95.89432821794908,-93.01545447927009,-103.13847157116577,-103.37581097191236,-101.01602464375543,-95.15490653877964,-96.03454732183573,-98.4081144573884,-108.09206870054791,-95.509645208503,-94.81599046883471,-118.20897151277875,-112.17705295084792,-99.58461333782796,-98.5234711624673,-92.93838415202173,-93.54772403625859,-98.26038356154558,-95.63584935247295,-94.2516779959601,-100.43765443003142,-94.7173586765824,-96.19792088046403,-103.78985422435848,-93.38654218837493,-96.13556550945734,-104.11901380303024,-100.85208051591027,-95.54856469694757,-94.5204382712741,-96.557113235341,-90.78844570448696,-97.09181014409205,-100.93985978443577,-100.54287044478892,-98.59817053604003,-87.55399838310933,-88.08958886806252,-96.87468960587552,-101.91995038959263
abnormal,593.75,-94.83090618670383,-107.4407136099837,-104.0835015234328,-95.56875205473033,-90.16061493191836,-87.70940468174318,-92.4263447272704,-93.59051227993832,-100.90361991713061,-100.25798043573602,-92.20432031010141,-90.77437148628852,-95.365115615135,-98.98030015368933,-100.45055168304962,-100.54405659643037,-103.87762700848221,-105.35904098208073,-103.11625333647468,-107.23312718755871,-94.86633120264513,-95.02211505684835,-103.68069511668793,-97.2675267126443,-95.77003807025476,-93.84822587805537,-97.05946731702073,-97.93982638687896,-97.29603207142175,-93.27079244227279,-95.6696303479245,-106.05561450035523,-99.99573608620918,-100.52014990501428,-96.89997927311498,-91.56392405678794,-101.25535064202553,-100.66337026143319,-101.92698917861712,-98.9596532140144,-104.47436729450166,-88.99035329095513,-89.06332432642053,-100.82351544090315,-96.81482060306742
abnormal,597.65625,-101.75650410821198,-96.26624466669347,-90.89541977525221,-96.92068111647225,-105.44532817036192,-98.25058025914129,-100.47117414361148,-104.3705907438381,-99.4060603880738,-102.68708142982871,-94.21073248077084,-96.35314050952792,-103.49259071400908,-90.43141879964183,-93.1244352681013,-100.69121717382222,-104.55687169769178,-98.6152807749819,-93.1013171105471,-92.87866256987331,-92.93377871402899,-104.6924426933598,-99.22621388051594,-101.5424677420834,-99.07075036443914,-108.23153414696966,-93.20450032029002,-90.76659344849094,-97.3996747228507,-100.70238239836522,-97.42114030089148,-101.32707064011542,-103.5827434244818,-92.65140417168732,-98.33863672863238,-110.93101984016671,-95.54198977892915,-97.91954100094019,-99.27902188403058,-103.4149295122672,-98.64073242400501,-87.74485940447957,-86.21370121866889,-95.84675141887087,-94.50053690757336
abnormal,601.5625,-103.47705042166129,-103.00614190086537,-96.93222738912937,-106.9070368778503,-100.94468588040642,-105.5631192189121,-95.83393276141334,-95.30130774474848,-101.25915635614257,-100.7189779914497,-111.13930075111571,-101.48295861851197,-94.18693989790917,-95.04467870352704,-99.70466370762793,-98.56765106515412,-120.0,-99.27667671452087,-106.6559404175928,-109.886310082736,-97.75594240796941,-98.82835949494074,-98.20122601703738,-104.29881218242457,-105.55313097855567,-106.43420395147115,-98.02089026163335,-96.85175085899034,-92.09445110496466,-94.60795099064059,-99.53157967471921,-107.85354605702663,-98.71191911563487,-99.01916249505946,-101.01843298097498,-101.02475135080623,-94.93525691241203,-106.42980376148026,-98.69647170569935,-100.93754389589537,-99.52421736639694,-98.65082373415626,-96.29913610683934,-110.69181618005544,-100.35608491683037
abnormal,605.46875,-106.26971623288277,-104.33858851698028,-102.45258654793177,-96.6378768838001,-94.24582521139486,-94.81319360742587,-100.3302876397261,-104.54826705167093,-105.09897292974416,-105.60188279229354,-108.4458282571513,-107.612481420131,-102.22346347531969,-106.50718322772659,-106.44829568367663,-105.57883808642535,-110.87061310073081,-102.02986470295757,-102.39757979730378,-115.15276218349956,-97.63606943422457,-95.74049831678835,-96.36240503009975,-98.45550158586747,-103.67983646356763,-108.96640144668712,-101.54019306647827,-97.90119870587995,-100.8296161108226,-96.24765965696483,-99.5922466191551,-103.594029326977,-103.25754026042884,-120.0,-105.70917328449372,-103.9034526467659,-109.2275956967357,-95.1358141552657,-100.26293582771613,-94.14285596075285,-99.63109544048565,-91.61960626388034,-94.45731072119258,-98.30446152536915,-104.58893120227494
abnormal,609.375,-95.89282967007483,-106.63087632845571,-96.50663103640602,-107.53166457766093,-109.64980703504727,-101.56664647444423,-100.70511945180317,-100.44251646164523,-104.93267544193905,-104.23887224977739,-107.06253960264114,-112.16406065384858,-99.38593242271403,-105.10758869610079,-99.18825636819408,-110.74169796319757,-110.88723438410403,-111.06498574603572,-106.37063414064819,-95.58210018826485,-100.46287725177665,-95.41178068617305,-99.23443464065699,-102.47569146323046,-105.78481944222506,-112.03664873149698,-96.5110361678789,-97.79033026204164,-106.85576448884709,-104.36267776128263,-108.11682567791978,-96.38933949491205,-99.03966922740496,-100.59852997584441,-102.57203140599296,-99.62691491710206,-99.70863507215314,-101.54455068130667,-106.67947876468169,-101.73185415538457,-101.6750815681948,-97.97977472083373,-94.38162365056047,-105.64257657152814,-108.16246033921792
abnormal,613.28125,-99.07549208927243,-93.14998556349505,-95.37765157345335,-109.54431173485176,-108.02171491733054,-101.78485885229887,-104.7014561820967,-109.3587451048323,-104.07972598013826,-106.76762022041748,-105.69171556929476,-105.75185475287354,-100.4287480998056,-99.68958519687489,-103.52053928332103,-103.24228696167987,-100.7515677454808,-103.95905448715979,-104.3937233883365,-98.41523615760718,-95.70406824763721,-99.1756034512264,-98.11972277213435,-97.93803480271272,-120.0,-103.79805986714565,-98.51923078345523,-96.99028764308338,-106.29958775803003,-106.27951004175009,-103.4713284574315,-107.50954369342824,-104.31770258198311,-98.50433957323801,-96.33259148756572,-101.6340578440799,-101.56144018448938,-101.22992518951713,-102.26653383622285,-106.82452452892733,-97.19164045552807,-92.51965848058803,-94.61718733324334,-109.80033220298819,-107.70843610937023
abnormal,617.1875,-101.69810515745203,-99.01239263815376,-99.43249883246709,-105.50273014222574,-100.30652670661775,-100.17097492287043,-103.02642456741353,-102.9775239614875,-106.09721427725363,-100.8044275742175,-97.32305046313007,-99.66071926703803,-107.8189698402231,-105.47369195902684,-110.38481481112001,-97.9560566975671,-112.79956026385187,-119.86036840281429,-112.79597492977862,-120.0,-100.67323502681175,-100.81903038365036,-100.06020185523764,-98.83993736138684,-110.66066681617194,-109.54337880580727,-101.94397975220048,-107.05699757505226,-101.77280830647815,-107.45010476666862,-105.71654881689233,-105.20932536824569,-105.91911367934276,-105.30266990874159,-105.79135694612631,-100.01481454487217,-120.0,-108.90416141475819,-101.71599810878534,-99.7226452024251,-103.01032751171655,-95.27016126455486,-96.32759042114826,-106.07692931875766,-100.49408379690676
abnormal,621.09375,-108.8752045223943,-97.5194764482221,-98.87271332044241,-108.80248455325761,-95.21098432014588,-95.59497396040197,-105.98901925868667,-104.4808020370399,-111.44027965861284,-97.19829961522849,-99.85280737638604,-99.98054093165794,-99.3520932138094,-106.4805757194986,-98.8432618111874,-102.17468927933496,-101.09666280022891,-102.5328892528517,-117.32617403727505,-104.8918041707793,-106.94891314638969,-120.0,-118.39347004943986,-107.85997132762651,-120.0,-103.94822854282168,-99.47939971326662,-101.96064763695975,-103.15491295009156,-112.750754147988,-103.98348466861938,-100.49521752173446,-104.35269416192338,-104.94599040715265,-105.46004340387356,-101.73231860780598,-105.15091875380469,-104.44712967260722,-107.12499830367848,-104.82655528690617,-105.80463021101737,-96.269929019691,-96.05412905610868,-110.95948202963092,-101.6248858296888
abnormal,625.0,-120.0,-103.19666793117105,-103.94470387448067,-109.41995974570156,-99.2542501287921,-103.44025499075997,-102.6784004495448,-103.83088214785361,-120.0,-101.3814026910384,-104.60843967146891,-110.20546114551314,-109.55125176841167,-104.06851904718346,-102.03351590283799,-112.78667103109254,-120.0,-108.95162063301609,-106.637486929594,-101.1532188763135,-100.19203791297008,-104.60513996103981,-107.1519896951075,-102.53069536288628,-117.4679771902452,-102.7336687250758,-108.64194251663602,-112.10320348711063,-108.88694583197733,-108.05755389771778,-116.47878046148011,-108.46133332727896,-111.15204151559271,-110.55621491299877,-102.73186194299228,-105.45154763679025,-107.81564619395319,-114.56371304755689,-108.35239743095454,-106.95863707360232,-109.87252029889012,-95.31864339118833,-93.84627588829909,-105.86383879375438,-106.17648764498084
abnormal,628.90625,-107.5860253182603,-108.8199574601611,-110.27000902856076,-104.97188113203826,-99.43604474029615,-99.05481232623346,-100.24111017333566,-101.93776889771192,-120.0,-113.17377382129615,-98.45892518801305,-103.70170386499181,-104.80908611946695,-100.28050262491205,-102.74042979923856,-105.1818806213484,-115.73581203555858,-115.80699532646058,-105.298978837793,-98.20322542764814,-96.14994770529803,-101.76848018743385,-98.54041040280576,-111.9057177333647,-105.14155713401438,-112.61500299770904,-111.58953358645186,-100.10518685483233,-107.42890645866862,-116.49642833601048,-120.0,-109.07506447926269,-104.18523052016988,-104.78898423778045,-103.91300633987353,-108.78457834675436,-103.79340448434384,-110.9148655093972,-108.41628696903533,-108.00592525676542,-102.36491333657699,-98.61357863366861,-98.72669741258969,-108.41147444875865,-103.88831381199395
