record_uid,dataset_source,subset,file_path,original_fs,fs,n_samples,duration_sec,rms,peak,crest_factor_db,dynamic_range_db,clipping_ratio,silence_ratio,snr_proxy_db,drift_ratio_db,spectral_flatness,zcr_mean,zcr_std,zcr_anomaly,is_short,is_clipped,is_silent,is_noisy,is_low_quality,quality_reasons
D4_training_data_85198_PV,D4,training_data,dataset/archive/training_data/training_data/85198_PV.wav,4000,2000,39712,19.856,0.047651,0.750991,23.951247,9.736254,0.0,0.0,7.492131,-16.770169,0.145568,0.242352,0.040064,0.218084,False,False,False,False,False,
D4_training_data_85198_TV,D4,training_data,dataset/archive/training_data/training_data/85198_TV.wav,4000,2000,39904,19.952,0.089173,0.848736,19.570805,9.482368,0.0,0.0,10.418716,-20.783398,0.081062,0.168857,0.044288,0.683546,False,False,False,False,False,
D4_training_data_85199_AV,D4,training_data,dataset/archive/training_data/training_data/85199_AV.wav,4000,2000,46784,23.392,0.016603,0.874181,34.428154,18.233218,0.0,0.0,-5.157114,-23.277242,0.262227,0.513553,0.097803,3.545112,False,False,False,True,True,low_snr
D4_training_data_85199_PV,D4,training_data,dataset/archive/training_data/training_data/85199_PV.wav,4000,2000,40896,20.448,0.012125,0.782519,36.196352,11.040025,0.0,0.0,4.807915,-18.47312,0.225283,0.411677,0.086981,2.295315,False,False,False,True,True,low_snr
D4_training_data_85202_AV,D4,training_data,dataset/archive/training_data/training_data/85202_AV.wav,4000,2000,39584,19.792,0.04057,0.976007,27.624865,20.116765,0.0,0.0,-0.466065,-17.183265,0.194979,0.305568,0.083092,0.993602,False,False,False,True,True,low_snr
D4_training_data_85202_MV,D4,training_data,dataset/archive/training_data/training_data/85202_MV.wav,4000,2000,46304,23.152,0.035962,1.03258,29.161517,14.555392,2.2e-05,0.0,2.55958,-17.75387,0.2211,0.338982,0.075252,1.40351,False,False,False,True,True,low_snr
D4_training_data_85203_AV,D4,training_data,dataset/archive/training_data/training_data/85203_AV.wav,4000,2000,38528,19.264,0.027831,1.124576,32.129312,13.881342,5.2e-05,0.0,2.442155,-16.860715,0.16855,0.290426,0.096654,0.807837,False,False,False,True,True,low_snr
D4_training_data_85203_MV,D4,training_data,dataset/archive/training_data/training_data/85203_MV.wav,4000,2000,46112,23.056,0.043415,1.113435,28.180475,20.72576,4.3e-05,0.0,-2.37636,-17.181009,0.228288,0.305015,0.097143,0.986812,False,False,False,True,True,low_snr
D4_training_data_85207_AV,D4,training_data,dataset/archive/training_data/training_data/85207_AV.wav,4000,2000,39168,19.584,0.038327,0.987715,28.22256,13.258135,0.0,0.0,7.208703,-15.73377,0.061163,0.118222,0.028057,1.304715,False,False,False,False,False,
D4_training_data_85207_MV,D4,training_data,dataset/archive/training_data/training_data/85207_MV.wav,4000,2000,39584,19.792,0.016057,0.662936,32.315881,12.931563,0.0,0.0,6.038799,-17.275077,0.166143,0.33235,0.116193,1.322158,False,False,False,False,False,
D4_training_data_85207_PV,D4,training_data,dataset/archive/training_data/training_data/85207_PV.wav,4000,2000,39904,19.952,0.034775,0.63969,25.293941,14.443785,0.0,0.0,11.524276,-16.481277,0.063092,0.169491,0.04378,0.675767,False,False,False,False,False,
D4_training_data_85207_TV,D4,training_data,dataset/archive/training_data/training_data/85207_TV.wav,4000,2000,38496,19.248,0.028477,0.777201,28.720711,19.780657,0.0,0.0,6.258286,-13.302049,0.159841,0.278025,0.059803,0.655712,False,False,False,False,False,
D4_training_data_85210_AV,D4,training_data,dataset/archive/training_data/training_data/85210_AV.wav,4000,2000,41312,20.656,0.034295,0.832303,27.701055,6.779502,0.0,0.0,13.854025,-14.88994,0.072055,0.211462,0.058128,0.160867,False,False,False,False,False,
D4_training_data_85210_MV,D4,training_data,dataset/archive/training_data/training_data/85210_MV.wav,4000,2000,43392,21.696,0.029504,0.836256,29.049153,11.328812,0.0,0.0,3.770212,-15.083711,0.160372,0.322673,0.083421,1.203433,False,False,False,True,True,low_snr
D4_training_data_85210_PV,D4,training_data,dataset/archive/training_data/training_data/85210_PV.wav,4000,2000,41728,20.864,0.063212,0.932005,23.37235,10.055595,0.0,0.0,5.532902,-19.952466,0.080182,0.204702,0.057005,0.243802,False,False,False,False,False,
D4_training_data_85210_TV,D4,training_data,dataset/archive/training_data/training_data/85210_TV.wav,4000,2000,63104,31.552,0.05669,1.268925,26.998667,15.263168,4.8e-05,0.0,-2.126633,-16.567456,0.163892,0.318742,0.076918,1.155214,False,False,False,True,True,low_snr
D4_training_data_85212_AV,D4,training_data,dataset/archive/training_data/training_data/85212_AV.wav,4000,2000,40320,20.16,0.05355,0.757754,23.015351,10.122271,0.0,0.0,19.432423,-15.240627,0.023914,0.097306,0.02757,1.561315,False,False,False,False,False,
D4_training_data_85212_MV,D4,training_data,dataset/archive/training_data/training_data/85212_MV.wav,4000,2000,39392,19.696,0.023274,0.845435,31.204332,9.307461,0.0,0.0,7.537478,-14.132163,0.138911,0.213443,0.049815,0.136568,False,False,False,False,False,
D4_training_data_85212_PV,D4,training_data,dataset/archive/training_data/training_data/85212_PV.wav,4000,2000,40096,20.048,0.034466,0.763747,26.911273,8.947377,0.0,0.0,9.396963,-13.814025,0.076363,0.184665,0.046378,0.489614,False,False,False,False,False,
D4_training_data_85212_TV,D4,training_data,dataset/archive/training_data/training_data/85212_TV.wav,4000,2000,39584,19.792,0.028309,0.804099,29.067708,10.034404,0.0,0.0,11.39576,-12.083976,0.060261,0.129876,0.041,1.161745,False,False,False,False,False,
D4_training_data_85213_AV,D4,training_data,dataset/archive/training_data/training_data/85213_AV.wav,4000,2000,24704,12.352,0.08006,1.052052,22.372454,18.15445,4e-05,0.0,10.506884,-15.617049,0.119629,0.208655,0.082731,0.195303,False,False,False,False,False,
D4_training_data_85213_MV,D4,training_data,dataset/archive/training_data/training_data/85213_MV.wav,4000,2000,41696,20.848,0.049607,1.132919,27.173045,17.852812,0.00012,0.0,-0.591742,-20.780641,0.20033,0.350398,0.07041,1.543561,False,False,False,True,True,low_snr
D4_training_data_85213_PV,D4,training_data,dataset/archive/training_data/training_data/85213_PV.wav,4000,2000,41504,20.752,0.081396,1.158667,23.067062,20.244373,9.6e-05,0.0,7.018524,-20.361455,0.082035,0.170795,0.06224,0.659762,False,False,False,False,False,
D4_training_data_85213_TV,D4,training_data,dataset/archive/training_data/training_data/85213_TV.wav,4000,2000,42720,21.36,0.067477,1.181756,24.867472,14.136328,0.000117,0.0,-2.862168,-15.552662,0.075221,0.21076,0.111392,0.169485,False,False,False,True,True,low_snr
D4_training_data_85214_AV,D4,training_data,dataset/archive/training_data/training_data/85214_AV.wav,4000,2000,49120,24.56,0.089341,1.261617,22.99754,16.786083,0.000998,0.0,-1.935894,-19.719337,0.211628,0.433121,0.11784,2.558387,False,False,False,True,True,low_snr
D4_training_data_85214_MV,D4,training_data,dataset/archive/training_data/training_data/85214_MV.wav,4000,2000,51904,25.952,0.030029,1.049808,30.871287,11.411205,5.8e-05,0.0,6.239966,-17.475467,0.197472,0.323286,0.054084,1.210957,False,False,False,False,False,
D4_training_data_85214_PV,D4,training_data,dataset/archive/training_data/training_data/85214_PV.wav,4000,2000,31392,15.696,0.040307,1.205482,29.51553,6.486615,9.6e-05,0.0,6.505609,-19.244985,0.133358,0.276343,0.046977,0.635072,False,False,False,False,False,
D4_training_data_85214_TV,D4,training_data,dataset/archive/training_data/training_data/85214_TV.wav,4000,2000,41568,20.784,0.060023,1.087611,25.163126,22.877478,0.000289,0.0,2.558458,-18.328641,0.143871,0.247865,0.07262,0.28571,False,False,False,True,True,low_snr
D4_training_data_85216_AV,D4,training_data,dataset/archive/training_data/training_data/85216_AV.wav,4000,2000,39584,19.792,0.018016,0.817192,33.133328,11.384527,0.0,0.0,5.510911,-13.035356,0.151954,0.252106,0.061833,0.337743,False,False,False,False,False,
D4_training_data_85216_MV,D4,training_data,dataset/archive/training_data/training_data/85216_MV.wav,4000,2000,38528,19.264,0.030299,0.90476,29.502106,18.146021,0.0,0.0,-1.668985,-25.139843,0.260049,0.464818,0.092166,2.947234,False,False,False,True,True,low_snr
D4_training_data_85216_PV,D4,training_data,dataset/archive/training_data/training_data/85216_PV.wav,4000,2000,46368,23.184,0.016521,0.865573,34.385148,9.937821,0.0,0.0,6.140957,-18.40016,0.208658,0.346072,0.049417,1.490492,False,False,False,False,False,
D4_training_data_85216_TV,D4,training_data,dataset/archive/training_data/training_data/85216_TV.wav,4000,2000,39104,19.552,0.018835,0.978104,34.308254,9.808756,0.0,0.0,3.713756,-20.249791,0.21999,0.441186,0.088357,2.657333,False,False,False,True,True,low_snr
D4_training_data_85217_AV,D4,training_data,dataset/archive/training_data/training_data/85217_AV.wav,4000,2000,19200,9.6,0.033705,1.117345,30.409858,14.984491,0.000104,0.0,6.995798,-15.377102,0.129045,0.225947,0.054781,0.016828,False,False,False,False,False,
D4_training_data_85217_MV,D4,training_data,dataset/archive/training_data/training_data/85217_MV.wav,4000,2000,43488,21.744,0.031637,1.115006,30.941724,14.735928,6.9e-05,0.0,8.177271,-18.863701,0.128526,0.250116,0.06188,0.313329,False,False,False,False,False,
D4_training_data_85217_PV,D4,training_data,dataset/archive/training_data/training_data/85217_PV.wav,4000,2000,33088,16.544,0.039633,1.102967,28.890009,17.320976,0.000121,0.0,11.768711,-16.928209,0.067511,0.151611,0.035273,0.895106,False,False,False,False,False,
D4_training_data_85217_TV,D4,training_data,dataset/archive/training_data/training_data/85217_TV.wav,4000,2000,41120,20.56,0.054258,1.124357,26.328832,15.506751,7.3e-05,0.0,22.165847,-13.322902,0.029971,0.103503,0.022539,1.485284,False,False,False,False,False,
D4_training_data_85219_AV,D4,training_data,dataset/archive/training_data/training_data/85219_AV.wav,4000,2000,38912,19.456,0.117308,0.965504,18.308536,23.126619,0.0,0.0,2.464981,-26.717486,0.089115,0.280885,0.067262,0.690798,False,False,False,True,True,low_snr
D4_training_data_85219_MV,D4,training_data,dataset/archive/training_data/training_data/85219_MV.wav,4000,2000,39584,19.792,0.055321,0.784495,23.033942,12.82535,0.0,0.0,16.155101,-19.539664,0.101115,0.252974,0.056502,0.348392,False,False,False,False,False,
D4_training_data_85219_PV,D4,training_data,dataset/archive/training_data/training_data/85219_PV.wav,4000,2000,40992,20.496,0.066168,0.776651,21.391524,6.994291,0.0,0.0,15.06036,-18.498576,0.065015,0.17868,0.040383,0.563031,False,False,False,False,False,
D4_training_data_85219_TV,D4,training_data,dataset/archive/training_data/training_data/85219_TV.wav,4000,2000,39008,19.504,0.067707,0.876807,22.245352,10.935181,0.0,0.0,14.169258,-14.778625,0.075189,0.151167,0.058141,0.900561,False,False,False,False,False,
D4_training_data_85222_AV,D4,training_data,dataset/archive/training_data/training_data/85222_AV.wav,4000,2000,41792,20.896,0.022782,0.953125,32.431029,15.645647,0.0,0.0,0.722502,-15.193153,0.178788,0.334334,0.049779,1.346493,False,False,False,True,True,low_snr
D4_training_data_85222_PV,D4,training_data,dataset/archive/training_data/training_data/85222_PV.wav,4000,2000,43392,21.696,0.039382,0.946224,27.613906,5.612098,0.0,0.0,11.346453,-16.228886,0.054445,0.244757,0.044443,0.24758,False,False,False,False,False,
D4_training_data_85222_TV,D4,training_data,dataset/archive/training_data/training_data/85222_TV.wav,4000,2000,58784,29.392,0.019763,0.948724,33.625528,14.111602,0.0,0.0,-0.190228,-10.35477,0.143082,0.310513,0.078494,1.054257,False,False,False,True,True,low_snr
D4_training_data_85225_AV,D4,training_data,dataset/archive/training_data/training_data/85225_AV.wav,4000,2000,24512,12.256,0.029197,1.025893,30.915394,12.634774,8.2e-05,0.0,1.529166,-15.312862,0.214562,0.297685,0.066605,0.896896,False,False,False,True,True,low_snr
D4_training_data_85225_MV,D4,training_data,dataset/archive/training_data/training_data/85225_MV.wav,4000,2000,61984,30.992,0.030626,1.177068,31.694107,22.743704,0.000177,0.0,-1.687878,-21.988843,0.249761,0.387375,0.072433,1.99719,False,False,False,True,True,low_snr
D4_training_data_85225_PV,D4,training_data,dataset/archive/training_data/training_data/85225_PV.wav,4000,2000,40384,20.192,0.028495,1.210197,32.561678,16.680876,0.000173,0.0,0.818397,-19.847144,0.186788,0.268329,0.055892,0.536763,False,False,False,True,True,low_snr
D4_training_data_85225_TV,D4,training_data,dataset/archive/training_data/training_data/85225_TV.wav,4000,2000,23712,11.856,0.03069,1.114374,31.200645,13.099261,0.000211,0.0,0.486019,-14.687052,0.166838,0.257319,0.05531,0.401689,False,False,False,True,True,low_snr
D4_training_data_85226_MV,D4,training_data,dataset/archive/training_data/training_data/85226_MV.wav,4000,2000,42784,21.392,0.037177,0.708748,25.604328,14.310482,0.0,0.0,0.465904,-18.450461,0.166309,0.308311,0.067993,1.027253,False,False,False,True,True,low_snr
D4_training_data_85226_PV,D4,training_data,dataset/archive/training_data/training_data/85226_PV.wav,4000,2000,34496,17.248,0.093505,0.982049,20.425922,9.843025,0.0,0.0,10.639721,-31.508414,0.151109,0.375852,0.038839,1.855823,False,False,False,False,False,
D4_training_data_85226_TV,D4,training_data,dataset/archive/training_data/training_data/85226_TV.wav,4000,2000,25888,12.944,0.153714,0.906168,15.409903,30.70432,0.0,0.0,7.928615,-32.758789,0.142845,0.326621,0.055199,1.251873,False,False,False,False,False,
D4_training_data_85227_AV,D4,training_data,dataset/archive/training_data/training_data/85227_AV.wav,4000,2000,64000,32.0,0.046749,0.84812,25.173789,20.59995,0.0,0.0,2.343614,-23.055228,0.204786,0.391854,0.07467,2.052129,False,False,False,True,True,low_snr
D4_training_data_85227_MV,D4,training_data,dataset/archive/training_data/training_data/85227_MV.wav,4000,2000,30496,15.248,0.02961,0.549121,25.364705,12.083468,0.0,0.0,-0.853192,-13.113317,0.162902,0.329217,0.079695,1.283724,False,False,False,True,True,low_snr
D4_training_data_85227_PV,D4,training_data,dataset/archive/training_data/training_data/85227_PV.wav,4000,2000,44000,22.0,0.043309,0.881626,26.174176,17.042626,0.0,0.0,-0.523209,-17.332122,0.130239,0.352309,0.061528,1.567009,False,False,False,True,True,low_snr
D4_training_data_85227_TV,D4,training_data,dataset/archive/training_data/training_data/85227_TV.wav,4000,2000,34976,17.488,0.052696,0.82504,23.893984,14.351035,0.0,0.0,-1.298597,-15.798999,0.177852,0.344358,0.086775,1.46946,False,False,False,True,True,low_snr
D4_training_data_85229_MV,D4,training_data,dataset/archive/training_data/training_data/85229_MV.wav,4000,2000,54784,27.392,0.038865,1.081178,28.886842,18.56834,3.7e-05,0.0,8.055963,-18.620799,0.135912,0.233914,0.043306,0.114568,False,False,False,False,False,
D4_training_data_85229_PV,D4,training_data,dataset/archive/training_data/training_data/85229_PV.wav,4000,2000,44384,22.192,0.034991,1.095974,29.916856,14.188133,0.000113,0.0,2.093153,-16.800564,0.185528,0.265216,0.067805,0.498572,False,False,False,True,True,low_snr
D4_training_data_85229_TV,D4,training_data,dataset/archive/training_data/training_data/85229_TV.wav,4000,2000,49184,24.592,0.038468,1.100148,29.127031,22.744449,0.000142,0.0,2.10462,-20.805636,0.183347,0.271188,0.069601,0.57183,False,False,False,True,True,low_snr
D4_training_data_85230_AV,D4,training_data,dataset/archive/training_data/training_data/85230_AV.wav,4000,2000,38560,19.28,0.016626,0.870401,34.378863,10.90888,0.0,0.0,4.321814,-17.754365,0.215214,0.361145,0.055053,1.675399,False,False,False,True,True,low_snr
D4_training_data_85230_MV,D4,training_data,dataset/archive/training_data/training_data/85230_MV.wav,4000,2000,39584,19.792,0.008614,0.231904,28.601559,7.203716,0.0,0.0,6.562703,-15.220396,0.169475,0.264272,0.062972,0.486987,False,False,False,False,False,
D4_training_data_85230_PV,D4,training_data,dataset/archive/training_data/training_data/85230_PV.wav,4000,2000,40704,20.352,0.024544,0.800827,30.271696,13.635125,0.0,0.0,7.816277,-20.832465,0.166007,0.299575,0.056667,0.920072,False,False,False,False,False,
D4_training_data_85230_TV,D4,training_data,dataset/archive/training_data/training_data/85230_TV.wav,4000,2000,45984,22.992,0.022024,0.763279,30.795651,12.5588,0.0,0.0,8.476852,-21.095949,0.16884,0.281327,0.043282,0.696213,False,False,False,False,False,
D4_training_data_85234_AV,D4,training_data,dataset/archive/training_data/training_data/85234_AV.wav,4000,2000,28320,14.16,0.045807,1.008913,26.858411,14.110957,3.5e-05,0.0,8.310246,-16.479802,0.107083,0.186514,0.058455,0.466923,False,False,False,False,False,
D4_training_data_85234_MV,D4,training_data,dataset/archive/training_data/training_data/85234_MV.wav,4000,2000,30784,15.392,0.040637,1.117296,28.784848,21.871211,9.7e-05,0.0,6.229392,-21.373827,0.145763,0.281299,0.063188,0.695875,False,False,False,False,False,
D4_training_data_85234_PV,D4,training_data,dataset/archive/training_data/training_data/85234_PV.wav,4000,2000,18496,9.248,0.05136,1.020916,25.967253,13.7706,0.000162,0.0,11.393975,-12.830667,0.085025,0.166566,0.066248,0.711648,False,False,False,False,False,
D4_training_data_85234_TV,D4,training_data,dataset/archive/training_data/training_data/85234_TV.wav,4000,2000,20992,10.496,0.050848,1.045697,26.262722,17.56915,9.5e-05,0.0,16.659509,-17.264682,0.067195,0.147778,0.060232,0.942129,False,False,False,False,False,
D4_training_data_85235_AV,D4,training_data,dataset/archive/training_data/training_data/85235_AV.wav,4000,2000,42784,21.392,0.032729,0.857404,28.36509,15.707481,0.0,0.0,9.13706,-13.769624,0.080514,0.163274,0.054055,0.752029,False,False,False,False,False,
D4_training_data_85235_MV,D4,training_data,dataset/archive/training_data/training_data/85235_MV.wav,4000,2000,47168,23.584,0.052966,1.027315,25.754185,18.081192,6.4e-05,0.0,1.703981,-19.208307,0.074486,0.187553,0.050476,0.454178,False,False,False,True,True,low_snr
D4_training_data_85235_PV,D4,training_data,dataset/archive/training_data/training_data/85235_PV.wav,4000,2000,43520,21.76,0.063721,0.866741,22.672203,19.090826,0.0,0.0,16.675294,-18.258826,0.057144,0.145275,0.046016,0.972835,False,False,False,False,False,
D4_training_data_85235_TV,D4,training_data,dataset/archive/training_data/training_data/85235_TV.wav,4000,2000,61920,30.96,0.064406,1.103168,24.67437,25.480449,3.2e-05,0.0,3.506057,-19.101914,0.073536,0.167733,0.075321,0.697332,False,False,False,True,True,low_snr
D4_training_data_85236_AV,D4,training_data,dataset/archive/training_data/training_data/85236_AV.wav,4000,2000,48608,24.304,0.059333,1.036735,24.847458,8.670631,6.2e-05,0.0,19.401806,-11.251846,0.022905,0.089023,0.027923,1.662925,False,False,False,False,False,
D4_training_data_85236_MV,D4,training_data,dataset/archive/training_data/training_data/85236_MV.wav,4000,2000,58592,29.296,0.026194,1.20319,33.242804,18.740536,3.4e-05,0.0,3.779908,-13.986966,0.116696,0.221822,0.046341,0.033782,False,False,False,True,True,low_snr
D4_training_data_85236_PV,D4,training_data,dataset/archive/training_data/training_data/85236_PV.wav,4000,2000,37184,18.592,0.021723,1.039986,33.602294,9.885483,2.7e-05,0.0,10.763048,-13.530761,0.092492,0.191447,0.041209,0.406412,False,False,False,False,False,
D4_training_data_85236_TV,D4,training_data,dataset/archive/training_data/training_data/85236_TV.wav,4000,2000,36576,18.288,0.034113,1.031727,29.612944,15.503704,0.000109,0.0,18.027676,-12.800477,0.037437,0.097185,0.024213,1.562792,False,False,False,False,False,
D4_training_data_85239_AV,D4,training_data,dataset/archive/training_data/training_data/85239_AV.wav,4000,2000,43712,21.856,0.029985,1.048789,30.875785,18.888699,2.3e-05,0.0,-0.033309,-15.761633,0.186648,0.260008,0.069934,0.434683,False,False,False,True,True,low_snr
D4_training_data_85239_MV,D4,training_data,dataset/archive/training_data/training_data/85239_MV.wav,4000,2000,48896,24.448,0.037297,0.876791,27.424552,12.36888,0.0,0.0,3.680542,-17.516105,0.165811,0.328559,0.073686,1.275647,False,False,False,True,True,low_snr
D4_training_data_85239_PV,D4,training_data,dataset/archive/training_data/training_data/85239_PV.wav,4000,2000,41984,20.992,0.06265,0.768561,21.775208,18.627746,0.0,0.0,8.278635,-17.615847,0.11869,0.237618,0.125186,0.160005,False,False,False,False,False,
D4_training_data_85239_TV,D4,training_data,dataset/archive/training_data/training_data/85239_TV.wav,4000,2000,65568,32.784,0.056838,0.962473,24.575032,24.932041,0.0,0.0,2.427935,-18.456502,0.164324,0.320236,0.090125,1.173541,False,False,False,True,True,low_snr
D4_training_data_85240_AV,D4,training_data,dataset/archive/training_data/training_data/85240_AV.wav,4000,2000,39712,19.856,0.023075,1.037802,33.059581,9.979238,2.5e-05,0.0,9.691077,-14.360987,0.077545,0.177671,0.047357,0.575413,False,False,False,False,False,
D4_training_data_85240_PV,D4,training_data,dataset/archive/training_data/training_data/85240_PV.wav,4000,2000,39584,19.792,0.021289,0.971507,33.185852,9.686945,0.0,0.0,12.187122,-14.172753,0.078964,0.186121,0.053944,0.471746,False,False,False,False,False,
D4_training_data_85240_TV,D4,training_data,dataset/archive/training_data/training_data/85240_TV.wav,4000,2000,38528,19.264,0.020496,1.090273,34.517299,12.159976,2.6e-05,0.0,9.396682,-24.75746,0.124663,0.204659,0.046137,0.244334,False,False,False,False,False,
D4_training_data_85241_AV,D4,training_data,dataset/archive/training_data/training_data/85241_AV.wav,4000,2000,39200,19.6,0.033089,1.078968,30.26655,16.081964,2.6e-05,0.0,6.448041,-15.558782,0.098915,0.163073,0.051111,0.754496,False,False,False,False,False,
D4_training_data_85241_MV,D4,training_data,dataset/archive/training_data/training_data/85241_MV.wav,4000,2000,40512,20.256,0.018115,0.53535,29.411962,16.355563,0.0,0.0,8.720444,-22.6355,0.155714,0.233007,0.055158,0.103432,False,False,False,False,False,
D4_training_data_85241_PV,D4,training_data,dataset/archive/training_data/training_data/85241_PV.wav,4000,2000,40576,20.288,0.027178,1.177381,32.733951,8.904128,7.4e-05,0.0,12.225864,-10.715824,0.055667,0.136308,0.044382,1.082841,False,False,False,False,False,
D4_training_data_85241_TV,D4,training_data,dataset/archive/training_data/training_data/85241_TV.wav,4000,2000,51360,25.68,0.053223,1.335655,27.991942,28.175489,0.000214,0.0,-0.703326,-22.866718,0.168802,0.23307,0.070309,0.104205,False,False,False,True,True,low_snr
D4_training_data_85242_MV,D4,training_data,dataset/archive/training_data/training_data/85242_MV.wav,4000,2000,35968,17.984,0.125562,1.158748,19.30262,11.542154,0.000306,0.0,-1.326396,-17.944165,0.111362,0.285775,0.147619,0.750776,False,False,False,True,True,low_snr
D4_training_data_85243_AV,D4,training_data,dataset/archive/training_data/training_data/85243_AV.wav,4000,2000,39776,19.888,0.087283,1.191118,22.700484,17.096042,0.001207,0.0,5.170362,-27.758568,0.185084,0.340351,0.042009,1.420309,False,False,False,False,False,
D4_training_data_85243_PV,D4,training_data,dataset/archive/training_data/training_data/85243_PV.wav,4000,2000,40512,20.256,0.046529,1.073188,27.259086,8.152259,0.000148,0.0,5.200169,-18.648754,0.160247,0.259442,0.073454,0.427737,False,False,False,False,False,
D4_training_data_85244_AV,D4,training_data,dataset/archive/training_data/training_data/85244_AV.wav,4000,2000,30176,15.088,0.043205,1.118865,28.264877,16.351413,3.3e-05,0.0,1.58597,-14.172147,0.195409,0.302246,0.091959,0.952846,False,False,False,True,True,low_snr
D4_training_data_85244_MV,D4,training_data,dataset/archive/training_data/training_data/85244_MV.wav,4000,2000,32320,16.16,0.061432,1.222983,25.980455,19.64568,0.000495,0.0,-3.580146,-18.924613,0.222636,0.353141,0.100794,1.577208,False,False,False,True,True,low_snr
D4_training_data_85244_PV,D4,training_data,dataset/archive/training_data/training_data/85244_PV.wav,4000,2000,38528,19.264,0.038238,1.10439,29.212466,14.855252,0.000182,0.0,5.006534,-21.623664,0.182137,0.338782,0.056972,1.40106,False,False,False,False,False,
D4_training_data_85244_TV,D4,training_data,dataset/archive/training_data/training_data/85244_TV.wav,4000,2000,48576,24.288,0.067802,1.263818,25.408838,22.385103,0.000432,0.0,-2.05045,-15.451175,0.241605,0.357048,0.117345,1.625141,False,False,False,True,True,low_snr
D4_training_data_85245_AV,D4,training_data,dataset/archive/training_data/training_data/85245_AV.wav,4000,2000,39968,19.984,0.020103,0.982221,33.778905,8.720118,0.0,0.0,6.191493,-12.041963,0.134935,0.203969,0.060528,0.252791,False,False,False,False,False,
D4_training_data_85245_PV,D4,training_data,dataset/archive/training_data/training_data/85245_PV.wav,4000,2000,39776,19.888,0.024456,1.156816,33.49742,13.23941,2.5e-05,0.0,3.775866,-13.808007,0.178282,0.270863,0.06342,0.567844,False,False,False,True,True,low_snr
D4_training_data_85245_TV,D4,training_data,dataset/archive/training_data/training_data/85245_TV.wav,4000,2000,45504,22.752,0.02729,1.073344,31.894575,15.999668,0.000132,0.0,2.10384,-21.614402,0.187408,0.244451,0.048953,0.243833,False,False,False,True,True,low_snr
D4_training_data_85246_AV,D4,training_data,dataset/archive/training_data/training_data/85246_AV.wav,4000,2000,39520,19.76,0.027204,1.087742,32.03771,12.615115,5.1e-05,0.0,9.296041,-15.741082,0.114998,0.229026,0.053692,0.054602,False,False,False,False,False,
D4_training_data_85246_MV,D4,training_data,dataset/archive/training_data/training_data/85246_MV.wav,4000,2000,39520,19.76,0.035486,1.134786,30.097158,17.404778,0.000152,0.0,5.164724,-20.930458,0.114676,0.292573,0.053155,0.834179,False,False,False,False,False,
D4_training_data_85246_PV,D4,training_data,dataset/archive/training_data/training_data/85246_PV.wav,4000,2000,39584,19.792,0.026518,1.051935,31.96899,10.306754,5.1e-05,0.0,10.678452,-14.837012,0.117969,0.246234,0.059559,0.265705,False,False,False,False,False,
D4_training_data_85246_TV,D4,training_data,dataset/archive/training_data/training_data/85246_TV.wav,4000,2000,40288,20.144,0.04539,1.185525,28.33897,19.793918,0.000223,0.0,7.39052,-19.874743,0.095587,0.217849,0.053178,0.082523,False,False,False,False,False,
D4_training_data_85247_AV,D4,training_data,dataset/archive/training_data/training_data/85247_AV.wav,4000,2000,34112,17.056,0.037812,0.957251,28.067939,10.962332,0.0,0.0,7.210522,-14.575436,0.109716,0.218498,0.074662,0.074551,False,False,False,False,False,
D4_training_data_85247_MV,D4,training_data,dataset/archive/training_data/training_data/85247_MV.wav,4000,2000,40192,20.096,0.028547,1.202476,32.490446,17.399193,0.0001,0.0,-1.452832,-22.289399,0.141983,0.23503,0.070866,0.128257,False,False,False,True,True,low_snr
D4_training_data_85247_PV,D4,training_data,dataset/archive/training_data/training_data/85247_PV.wav,4000,2000,38176,19.088,0.060516,1.16069,25.656949,18.720596,0.000262,0.0,5.585042,-20.51946,0.154451,0.250805,0.097393,0.321779,False,False,False,False,False,
D4_training_data_85247_TV,D4,training_data,dataset/archive/training_data/training_data/85247_TV.wav,4000,2000,37504,18.752,0.042018,1.1972,29.094717,14.741988,0.000213,0.0,5.609918,-20.231925,0.170852,0.203745,0.077228,0.255547,False,False,False,False,False,
D4_training_data_85249_AV,D4,training_data,dataset/archive/training_data/training_data/85249_AV.wav,4000,2000,43008,21.504,0.036014,0.795798,26.886559,9.017464,0.0,0.0,8.335896,-17.412564,0.104624,0.222021,0.072367,0.031338,False,False,False,False,False,
D4_training_data_85249_MV,D4,training_data,dataset/archive/training_data/training_data/85249_MV.wav,4000,2000,45184,22.592,0.070521,1.178913,24.463288,24.32785,0.000221,0.0,-4.321695,-15.981632,0.218847,0.309621,0.096193,1.043314,False,False,False,True,True,low_snr
D4_training_data_85249_PV,D4,training_data,dataset/archive/training_data/training_data/85249_PV.wav,4000,2000,49984,24.992,0.049781,0.880754,24.955817,17.182808,0.0,0.0,4.043593,-16.432008,0.142944,0.229039,0.065888,0.05476,False,False,False,True,True,low_snr
D4_training_data_85249_TV,D4,training_data,dataset/archive/training_data/training_data/85249_TV.wav,4000,2000,59712,29.856,0.041122,0.935118,27.135783,17.951857,0.0,0.0,-0.95056,-15.703451,0.144794,0.250067,0.06712,0.312729,False,False,False,True,True,low_snr
