group_id,method,record_uid,dataset_source,file_path,duplicate_of,similarity,decision,reason
exact_0890,raw_sha256,D3_set_b_normal__159_1307018640315_B2,D3,dataset/archive (2)/set_b/normal__159_1307018640315_B2.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0890,raw_sha256,HB_normal_normal__159_1307018640315_B2,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__159_1307018640315_B2.wav,D3_set_b_normal__159_1307018640315_B2,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0891,raw_sha256,D3_set_b_normal__159_1307018640315_C1,D3,dataset/archive (2)/set_b/normal__159_1307018640315_C1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0891,raw_sha256,HB_normal_normal__159_1307018640315_C1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__159_1307018640315_C1.wav,D3_set_b_normal__159_1307018640315_C1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0892,raw_sha256,D3_set_b_normal__167_1307111318050_A,D3,dataset/archive (2)/set_b/normal__167_1307111318050_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0892,raw_sha256,HB_normal_normal__167_1307111318050_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__167_1307111318050_A.wav,D3_set_b_normal__167_1307111318050_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0893,raw_sha256,D3_set_b_normal__167_1307111318050_C,D3,dataset/archive (2)/set_b/normal__167_1307111318050_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0893,raw_sha256,HB_normal_normal__167_1307111318050_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__167_1307111318050_C.wav,D3_set_b_normal__167_1307111318050_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0894,raw_sha256,D3_set_b_normal__168_1307970069434_A,D3,dataset/archive (2)/set_b/normal__168_1307970069434_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0894,raw_sha256,HB_normal_normal__168_1307970069434_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__168_1307970069434_A.wav,D3_set_b_normal__168_1307970069434_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0895,raw_sha256,D3_set_b_normal__168_1307970069434_A2,D3,dataset/archive (2)/set_b/normal__168_1307970069434_A2.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0895,raw_sha256,HB_normal_normal__168_1307970069434_A2,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__168_1307970069434_A2.wav,D3_set_b_normal__168_1307970069434_A2,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0896,raw_sha256,D3_set_b_normal__169_1307970398039_C,D3,dataset/archive (2)/set_b/normal__169_1307970398039_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0896,raw_sha256,HB_normal_normal__169_1307970398039_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__169_1307970398039_C.wav,D3_set_b_normal__169_1307970398039_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0897,raw_sha256,D3_set_b_normal__170_1307970562729_A,D3,dataset/archive (2)/set_b/normal__170_1307970562729_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0897,raw_sha256,HB_normal_normal__170_1307970562729_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__170_1307970562729_A.wav,D3_set_b_normal__170_1307970562729_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0898,raw_sha256,D3_set_b_normal__170_1307970562729_B,D3,dataset/archive (2)/set_b/normal__170_1307970562729_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0898,raw_sha256,HB_normal_normal__170_1307970562729_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__170_1307970562729_B.wav,D3_set_b_normal__170_1307970562729_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0899,raw_sha256,D3_set_b_normal__170_1307970562729_C,D3,dataset/archive (2)/set_b/normal__170_1307970562729_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0899,raw_sha256,HB_normal_normal__170_1307970562729_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__170_1307970562729_C.wav,D3_set_b_normal__170_1307970562729_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0900,raw_sha256,D3_set_b_normal__172_1307971284351_B,D3,dataset/archive (2)/set_b/normal__172_1307971284351_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0900,raw_sha256,HB_normal_normal__172_1307971284351_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__172_1307971284351_B.wav,D3_set_b_normal__172_1307971284351_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0901,raw_sha256,D3_set_b_normal__172_1307971284351_B1,D3,dataset/archive (2)/set_b/normal__172_1307971284351_B1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0901,raw_sha256,HB_normal_normal__172_1307971284351_B1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__172_1307971284351_B1.wav,D3_set_b_normal__172_1307971284351_B1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0902,raw_sha256,D3_set_b_normal__173_1307973611151_B,D3,dataset/archive (2)/set_b/normal__173_1307973611151_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0902,raw_sha256,HB_normal_normal__173_1307973611151_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__173_1307973611151_B.wav,D3_set_b_normal__173_1307973611151_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0903,raw_sha256,D3_set_b_normal__173_1307973611151_C,D3,dataset/archive (2)/set_b/normal__173_1307973611151_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0903,raw_sha256,HB_normal_normal__173_1307973611151_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__173_1307973611151_C.wav,D3_set_b_normal__173_1307973611151_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0904,raw_sha256,D3_set_b_normal__174_1307987737137_B,D3,dataset/archive (2)/set_b/normal__174_1307987737137_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0904,raw_sha256,HB_normal_normal__174_1307987737137_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__174_1307987737137_B.wav,D3_set_b_normal__174_1307987737137_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0905,raw_sha256,D3_set_b_normal__174_1307987737137_B1,D3,dataset/archive (2)/set_b/normal__174_1307987737137_B1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0905,raw_sha256,HB_normal_normal__174_1307987737137_B1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__174_1307987737137_B1.wav,D3_set_b_normal__174_1307987737137_B1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0906,raw_sha256,D3_set_b_normal__175_1307987962616_B,D3,dataset/archive (2)/set_b/normal__175_1307987962616_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0906,raw_sha256,HB_normal_normal__175_1307987962616_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__175_1307987962616_B.wav,D3_set_b_normal__175_1307987962616_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0907,raw_sha256,D3_set_b_normal__175_1307987962616_B1,D3,dataset/archive (2)/set_b/normal__175_1307987962616_B1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0907,raw_sha256,HB_normal_normal__175_1307987962616_B1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__175_1307987962616_B1.wav,D3_set_b_normal__175_1307987962616_B1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0908,raw_sha256,D3_set_b_normal__175_1307987962616_D,D3,dataset/archive (2)/set_b/normal__175_1307987962616_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0908,raw_sha256,HB_normal_normal__175_1307987962616_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__175_1307987962616_D.wav,D3_set_b_normal__175_1307987962616_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0909,raw_sha256,D3_set_b_normal__176_1307988171173_A,D3,dataset/archive (2)/set_b/normal__176_1307988171173_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0909,raw_sha256,HB_normal_normal__176_1307988171173_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__176_1307988171173_A.wav,D3_set_b_normal__176_1307988171173_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0910,raw_sha256,D3_set_b_normal__176_1307988171173_B,D3,dataset/archive (2)/set_b/normal__176_1307988171173_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0910,raw_sha256,HB_normal_normal__176_1307988171173_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__176_1307988171173_B.wav,D3_set_b_normal__176_1307988171173_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0911,raw_sha256,D3_set_b_normal__176_1307988171173_B1,D3,dataset/archive (2)/set_b/normal__176_1307988171173_B1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0911,raw_sha256,HB_normal_normal__176_1307988171173_B1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__176_1307988171173_B1.wav,D3_set_b_normal__176_1307988171173_B1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0912,raw_sha256,D3_set_b_normal__177_1307989650056_A1,D3,dataset/archive (2)/set_b/normal__177_1307989650056_A1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0912,raw_sha256,HB_normal_normal__177_1307989650056_A1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__177_1307989650056_A1.wav,D3_set_b_normal__177_1307989650056_A1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0913,raw_sha256,D3_set_b_normal__177_1307989650056_B,D3,dataset/archive (2)/set_b/normal__177_1307989650056_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0913,raw_sha256,HB_normal_normal__177_1307989650056_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__177_1307989650056_B.wav,D3_set_b_normal__177_1307989650056_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0914,raw_sha256,D3_set_b_normal__177_1307989650056_D,D3,dataset/archive (2)/set_b/normal__177_1307989650056_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0914,raw_sha256,HB_normal_normal__177_1307989650056_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__177_1307989650056_D.wav,D3_set_b_normal__177_1307989650056_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0915,raw_sha256,D3_set_b_normal__177_1307989650056_D1,D3,dataset/archive (2)/set_b/normal__177_1307989650056_D1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0915,raw_sha256,HB_normal_normal__177_1307989650056_D1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__177_1307989650056_D1.wav,D3_set_b_normal__177_1307989650056_D1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0916,raw_sha256,D3_set_b_normal__178_1307989887769_B,D3,dataset/archive (2)/set_b/normal__178_1307989887769_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0916,raw_sha256,HB_normal_normal__178_1307989887769_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__178_1307989887769_B.wav,D3_set_b_normal__178_1307989887769_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0917,raw_sha256,D3_set_b_normal__178_1307989887769_D,D3,dataset/archive (2)/set_b/normal__178_1307989887769_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0917,raw_sha256,HB_normal_normal__178_1307989887769_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__178_1307989887769_D.wav,D3_set_b_normal__178_1307989887769_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0918,raw_sha256,D3_set_b_normal__179_1307990076841_B,D3,dataset/archive (2)/set_b/normal__179_1307990076841_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0918,raw_sha256,HB_normal_normal__179_1307990076841_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__179_1307990076841_B.wav,D3_set_b_normal__179_1307990076841_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0919,raw_sha256,D3_set_b_normal__179_1307990076841_D,D3,dataset/archive (2)/set_b/normal__179_1307990076841_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0919,raw_sha256,HB_normal_normal__179_1307990076841_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__179_1307990076841_D.wav,D3_set_b_normal__179_1307990076841_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0920,raw_sha256,D3_set_b_normal__180_1307990956284_A,D3,dataset/archive (2)/set_b/normal__180_1307990956284_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0920,raw_sha256,HB_normal_normal__180_1307990956284_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__180_1307990956284_A.wav,D3_set_b_normal__180_1307990956284_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0921,raw_sha256,D3_set_b_normal__180_1307990956284_C,D3,dataset/archive (2)/set_b/normal__180_1307990956284_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0921,raw_sha256,HB_normal_normal__180_1307990956284_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__180_1307990956284_C.wav,D3_set_b_normal__180_1307990956284_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0922,raw_sha256,D3_set_b_normal__181_1308052613891_B,D3,dataset/archive (2)/set_b/normal__181_1308052613891_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0922,raw_sha256,HB_normal_normal__181_1308052613891_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__181_1308052613891_B.wav,D3_set_b_normal__181_1308052613891_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0923,raw_sha256,D3_set_b_normal__181_1308052613891_D,D3,dataset/archive (2)/set_b/normal__181_1308052613891_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0923,raw_sha256,HB_normal_normal__181_1308052613891_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__181_1308052613891_D.wav,D3_set_b_normal__181_1308052613891_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0924,raw_sha256,D3_set_b_normal__183_1308072703477_B,D3,dataset/archive (2)/set_b/normal__183_1308072703477_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0924,raw_sha256,HB_normal_normal__183_1308072703477_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__183_1308072703477_B.wav,D3_set_b_normal__183_1308072703477_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0925,raw_sha256,D3_set_b_normal__183_1308072703477_C,D3,dataset/archive (2)/set_b/normal__183_1308072703477_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0925,raw_sha256,HB_normal_normal__183_1308072703477_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__183_1308072703477_C.wav,D3_set_b_normal__183_1308072703477_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0926,raw_sha256,D3_set_b_normal__184_1308073010307_B,D3,dataset/archive (2)/set_b/normal__184_1308073010307_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0926,raw_sha256,HB_normal_normal__184_1308073010307_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__184_1308073010307_B.wav,D3_set_b_normal__184_1308073010307_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0927,raw_sha256,D3_set_b_normal__184_1308073010307_D,D3,dataset/archive (2)/set_b/normal__184_1308073010307_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0927,raw_sha256,HB_normal_normal__184_1308073010307_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__184_1308073010307_D.wav,D3_set_b_normal__184_1308073010307_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0928,raw_sha256,D3_set_b_normal__186_1308073648738_C1,D3,dataset/archive (2)/set_b/normal__186_1308073648738_C1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0928,raw_sha256,HB_normal_normal__186_1308073648738_C1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__186_1308073648738_C1.wav,D3_set_b_normal__186_1308073648738_C1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0929,raw_sha256,D3_set_b_normal__186_1308073648738_D,D3,dataset/archive (2)/set_b/normal__186_1308073648738_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0929,raw_sha256,HB_normal_normal__186_1308073648738_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__186_1308073648738_D.wav,D3_set_b_normal__186_1308073648738_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0930,raw_sha256,D3_set_b_normal__188_1308074301731_C,D3,dataset/archive (2)/set_b/normal__188_1308074301731_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0930,raw_sha256,HB_normal_normal__188_1308074301731_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__188_1308074301731_C.wav,D3_set_b_normal__188_1308074301731_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0931,raw_sha256,D3_set_b_normal__188_1308074301731_D,D3,dataset/archive (2)/set_b/normal__188_1308074301731_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0931,raw_sha256,HB_normal_normal__188_1308074301731_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__188_1308074301731_D.wav,D3_set_b_normal__188_1308074301731_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0932,raw_sha256,D3_set_b_normal__190_1308076920011_C1,D3,dataset/archive (2)/set_b/normal__190_1308076920011_C1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0932,raw_sha256,HB_normal_normal__190_1308076920011_C1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__190_1308076920011_C1.wav,D3_set_b_normal__190_1308076920011_C1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0933,raw_sha256,D3_set_b_normal__190_1308076920011_D,D3,dataset/archive (2)/set_b/normal__190_1308076920011_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0933,raw_sha256,HB_normal_normal__190_1308076920011_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__190_1308076920011_D.wav,D3_set_b_normal__190_1308076920011_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0934,raw_sha256,D3_set_b_normal__191_1308077299430_B,D3,dataset/archive (2)/set_b/normal__191_1308077299430_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0934,raw_sha256,HB_normal_normal__191_1308077299430_B,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__191_1308077299430_B.wav,D3_set_b_normal__191_1308077299430_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0935,raw_sha256,D3_set_b_normal__194_1308139824187_A,D3,dataset/archive (2)/set_b/normal__194_1308139824187_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0935,raw_sha256,HB_normal_normal__194_1308139824187_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__194_1308139824187_A.wav,D3_set_b_normal__194_1308139824187_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0936,raw_sha256,D3_set_b_normal__194_1308139824187_A1,D3,dataset/archive (2)/set_b/normal__194_1308139824187_A1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0936,raw_sha256,HB_normal_normal__194_1308139824187_A1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__194_1308139824187_A1.wav,D3_set_b_normal__194_1308139824187_A1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0937,raw_sha256,D3_set_b_normal__198_1308141739338_C,D3,dataset/archive (2)/set_b/normal__198_1308141739338_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0937,raw_sha256,HB_normal_normal__198_1308141739338_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__198_1308141739338_C.wav,D3_set_b_normal__198_1308141739338_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0938,raw_sha256,D3_set_b_normal__201_1308144942432_A,D3,dataset/archive (2)/set_b/normal__201_1308144942432_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0938,raw_sha256,HB_normal_normal__201_1308144942432_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201_1308144942432_A.wav,D3_set_b_normal__201_1308144942432_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0939,raw_sha256,D3_set_b_normal__201_1308144942432_A1,D3,dataset/archive (2)/set_b/normal__201_1308144942432_A1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0939,raw_sha256,HB_normal_normal__201_1308144942432_A1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201_1308144942432_A1.wav,D3_set_b_normal__201_1308144942432_A1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0940,raw_sha256,D3_set_b_normal__202_1308145175747_C,D3,dataset/archive (2)/set_b/normal__202_1308145175747_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0940,raw_sha256,HB_normal_normal__202_1308145175747_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__202_1308145175747_C.wav,D3_set_b_normal__202_1308145175747_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0941,raw_sha256,D3_set_b_normal__202_1308145175747_D,D3,dataset/archive (2)/set_b/normal__202_1308145175747_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0941,raw_sha256,HB_normal_normal__202_1308145175747_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__202_1308145175747_D.wav,D3_set_b_normal__202_1308145175747_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0942,raw_sha256,D3_set_b_normal__204_1308159229275_C,D3,dataset/archive (2)/set_b/normal__204_1308159229275_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0942,raw_sha256,HB_normal_normal__204_1308159229275_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__204_1308159229275_C.wav,D3_set_b_normal__204_1308159229275_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0943,raw_sha256,D3_set_b_normal__204_1308159229275_D,D3,dataset/archive (2)/set_b/normal__204_1308159229275_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0943,raw_sha256,HB_normal_normal__204_1308159229275_D,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__204_1308159229275_D.wav,D3_set_b_normal__204_1308159229275_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0944,raw_sha256,D3_set_b_normal__206_1308159601959_C,D3,dataset/archive (2)/set_b/normal__206_1308159601959_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0944,raw_sha256,HB_normal_normal__206_1308159601959_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__206_1308159601959_C.wav,D3_set_b_normal__206_1308159601959_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0945,raw_sha256,D3_set_b_normal__207_1308159792607_C,D3,dataset/archive (2)/set_b/normal__207_1308159792607_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0945,raw_sha256,HB_normal_normal__207_1308159792607_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__207_1308159792607_C.wav,D3_set_b_normal__207_1308159792607_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0946,raw_sha256,D3_set_b_normal__208_1308159994503_C,D3,dataset/archive (2)/set_b/normal__208_1308159994503_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0946,raw_sha256,HB_normal_normal__208_1308159994503_C,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__208_1308159994503_C.wav,D3_set_b_normal__208_1308159994503_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0947,raw_sha256,D3_set_b_normal__209_1308162216750_A,D3,dataset/archive (2)/set_b/normal__209_1308162216750_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0947,raw_sha256,HB_normal_normal__209_1308162216750_A,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__209_1308162216750_A.wav,D3_set_b_normal__209_1308162216750_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0948,raw_sha256,D3_set_b_normal__209_1308162216750_A1,D3,dataset/archive (2)/set_b/normal__209_1308162216750_A1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0948,raw_sha256,HB_normal_normal__209_1308162216750_A1,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__209_1308162216750_A1.wav,D3_set_b_normal__209_1308162216750_A1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
