record_uid,dataset_source,subset,subject_id,subject_derived,record_id,file_path,original_fs,duration_sec,n_samples,recording_location,binary_label,multiclass_label,murmur_label,outcome_label,diagnosis_class,quality_flags,is_duplicate,is_unlabeled,split_group,dataset_name,multiclass_task,binary_label_name,multiclass_label_name,murmur_label_name,outcome_label_name,use_in_supervised,duplicate_of,n_channels,content_sha256
D4_training_data_51064_MV,D4,training_data,51064,False,51064_MV,dataset/archive/training_data/training_data/51064_MV.wav,4000,21.456,85824,MV,,,1,0,,,False,False,51064,CirCor 2022,,,,Present,Normal,True,,1,326b6f327c720b17339d7a5d550a5e688969cb3212cf05bfbcaad05e06d6551f
D4_training_data_51331_AV,D4,training_data,51331,False,51331_AV,dataset/archive/training_data/training_data/51331_AV.wav,4000,21.984,87936,AV,,,0,1,,,False,False,51331,CirCor 2022,,,,Absent,Abnormal,True,,1,17cfca2e460376215d278d5536a2595274dda7ceef4103351627c48c0fc02040
D4_training_data_51331_MV,D4,training_data,51331,False,51331_MV,dataset/archive/training_data/training_data/51331_MV.wav,4000,17.04,68160,MV,,,0,1,,,False,False,51331,CirCor 2022,,,,Absent,Abnormal,True,,1,06a371cecd6beabf23692c9963391d44e16fdcc69cd491b68f4145f316875e16
D4_training_data_51331_PV,D4,training_data,51331,False,51331_PV,dataset/archive/training_data/training_data/51331_PV.wav,4000,22.144,88576,PV,,,0,1,,,False,False,51331,CirCor 2022,,,,Absent,Abnormal,True,,1,fe5ebe3acbd6512a39874f4939d32b3da69cc731b35492311b7cb07fa7722f8b
D4_training_data_51331_TV,D4,training_data,51331,False,51331_TV,dataset/archive/training_data/training_data/51331_TV.wav,4000,20.256,81024,TV,,,0,1,,,False,False,51331,CirCor 2022,,,,Absent,Abnormal,True,,1,5d7c4194ec56baa0a01b8061f2b2baed91dcc1fe58bdb3e9fb5b2abf6a4dded6
D4_training_data_55945_AV,D4,training_data,55945,False,55945_AV,dataset/archive/training_data/training_data/55945_AV.wav,4000,28.944,115776,AV,,,1,1,,,False,False,55945,CirCor 2022,,,,Present,Abnormal,True,,1,9d2fcdd110445b342393bdc1e33274f8fd6a22111822c2dce7a601195e5be392
D4_training_data_55945_MV,D4,training_data,55945,False,55945_MV,dataset/archive/training_data/training_data/55945_MV.wav,4000,25.584,102336,MV,,,1,1,,,False,False,55945,CirCor 2022,,,,Present,Abnormal,True,,1,76250f0f41084a820f5cfd4af6c39b44412554b55d3c51361e9c6e176037ec04
D4_training_data_55945_PV,D4,training_data,55945,False,55945_PV,dataset/archive/training_data/training_data/55945_PV.wav,4000,20.752,83008,PV,,,1,1,,,False,False,55945,CirCor 2022,,,,Present,Abnormal,True,,1,28ac3738a8dae7b7b9b845d434d6232b675adf9b8213c3edf7832e0f833c2ee8
D4_training_data_55945_TV,D4,training_data,55945,False,55945_TV,dataset/archive/training_data/training_data/55945_TV.wav,4000,20.992,83968,TV,,,1,1,,,False,False,55945,CirCor 2022,,,,Present,Abnormal,True,,1,202a71b7110467153501906a52ba6f7eb32f810fdd9dda4e92ec1e9820b70d7e
D4_training_data_57700_MV,D4,training_data,57700,False,57700_MV,dataset/archive/training_data/training_data/57700_MV.wav,4000,27.344,109376,MV,,,1,1,,,False,False,57700,CirCor 2022,,,,Present,Abnormal,True,,1,0196bad6891692f7b1dd68334e85497308ff6ac9dc6d4b9a14d8c531e7fedbb0
D4_training_data_57700_PV,D4,training_data,57700,False,57700_PV,dataset/archive/training_data/training_data/57700_PV.wav,4000,22.592,90368,PV,,,1,1,,,False,False,57700,CirCor 2022,,,,Present,Abnormal,True,,1,86a142d59c8cad785f58dd44a387ddbb4777d20957c44134114f52f4699aff33
D4_training_data_57700_TV,D4,training_data,57700,False,57700_TV,dataset/archive/training_data/training_data/57700_TV.wav,4000,18.16,72640,TV,,,1,1,,,False,False,57700,CirCor 2022,,,,Present,Abnormal,True,,1,1bbf9dce91fbd715bd820a726939126b80bb9161c04ebecbd0d0083f09315880
D4_training_data_57706_AV,D4,training_data,57706,False,57706_AV,dataset/archive/training_data/training_data/57706_AV.wav,4000,20.592,82368,AV,,,1,1,,,False,False,57706,CirCor 2022,,,,Present,Abnormal,True,,1,39d217c90bb546b4faf6e69e7046123f971eeef6f24854be54f10e33b467bb5e
D4_training_data_57706_MV,D4,training_data,57706,False,57706_MV,dataset/archive/training_data/training_data/57706_MV.wav,4000,22.048,88192,MV,,,1,1,,,False,False,57706,CirCor 2022,,,,Present,Abnormal,True,,1,cf082f5743a06f5a1b9942bcf919c3f9a7dbbd9bdb9fb19561ebbd57a36afd0c
D4_training_data_57706_PV,D4,training_data,57706,False,57706_PV,dataset/archive/training_data/training_data/57706_PV.wav,4000,19.6,78400,PV,,,1,1,,,False,False,57706,CirCor 2022,,,,Present,Abnormal,True,,1,0bdd24116ab21f8871e5b36f5c6e29c5133e460dc999a7bda798e0a6d12e8aa0
D4_training_data_57706_TV,D4,training_data,57706,False,57706_TV,dataset/archive/training_data/training_data/57706_TV.wav,4000,19.248,76992,TV,,,1,1,,,False,False,57706,CirCor 2022,,,,Present,Abnormal,True,,1,dc9ca68143844a6a1c2f28ad812b96f1b5b492c91d418fec120bde517d9a72dd
D4_training_data_59536_AV,D4,training_data,59536,False,59536_AV,dataset/archive/training_data/training_data/59536_AV.wav,4000,23.296,93184,AV,,,0,1,,,False,False,59536,CirCor 2022,,,,Absent,Abnormal,True,,1,e08fc156d0baa4be840a483e2a17d772333097ab7fc9a849d923072907cab41a
D4_training_data_59536_MV,D4,training_data,59536,False,59536_MV,dataset/archive/training_data/training_data/59536_MV.wav,4000,31.648,126592,MV,,,0,1,,,False,False,59536,CirCor 2022,,,,Absent,Abnormal,True,,1,b77af9aef2c4a78163407222038f103e4a31e8be913e6f89ec4b01847df07295
D4_training_data_61117_AV,D4,training_data,61117,False,61117_AV,dataset/archive/training_data/training_data/61117_AV.wav,4000,11.792,47168,AV,,,1,1,,,False,False,61117,CirCor 2022,,,,Present,Abnormal,True,,1,3eeafea6da5bbd14e470bad9dfbe3de16464a1d8389960d3ee775619c2011b51
D4_training_data_61117_MV,D4,training_data,61117,False,61117_MV,dataset/archive/training_data/training_data/61117_MV.wav,4000,10.96,43840,MV,,,1,1,,,False,False,61117,CirCor 2022,,,,Present,Abnormal,True,,1,b23ca04f864191953603c65e5f6d7a750ec84da9f89f0ba82938aa367e76669c
D4_training_data_61117_PV,D4,training_data,61117,False,61117_PV,dataset/archive/training_data/training_data/61117_PV.wav,4000,8.496,33984,PV,,,1,1,,,False,False,61117,CirCor 2022,,,,Present,Abnormal,True,,1,5a2275356ee8be93ef9e865deb124f15a8c85d56fab7aaca27af34d85e03ce7e
D4_training_data_61117_TV,D4,training_data,61117,False,61117_TV,dataset/archive/training_data/training_data/61117_TV.wav,4000,9.104,36416,TV,,,1,1,,,False,False,61117,CirCor 2022,,,,Present,Abnormal,True,,1,69d2fa3803a5141eb95a5b8e2604504812b59edf840a2d0d9a00492c8a8ded9f
D4_training_data_61610_AV,D4,training_data,61610,False,61610_AV,dataset/archive/training_data/training_data/61610_AV.wav,4000,17.6,70400,AV,,,0,1,,,False,False,61610,CirCor 2022,,,,Absent,Abnormal,True,,1,9726f0b32322007cc619cac51888dab198c5935a967cb1cbec1bbe3fec3c684c
D4_training_data_61610_MV,D4,training_data,61610,False,61610_MV,dataset/archive/training_data/training_data/61610_MV.wav,4000,20.144,80576,MV,,,0,1,,,False,False,61610,CirCor 2022,,,,Absent,Abnormal,True,,1,0f709c374af4489877e6c7c025c17b6d335e4afa055d31122db046cbb24f4515
D4_training_data_61610_PV,D4,training_data,61610,False,61610_PV,dataset/archive/training_data/training_data/61610_PV.wav,4000,27.792,111168,PV,,,0,1,,,False,False,61610,CirCor 2022,,,,Absent,Abnormal,True,,1,b10212d28732ce6906a52ad3551a4e08417b7766601a4e2c9b0ba56328efb683
D4_training_data_61610_TV,D4,training_data,61610,False,61610_TV,dataset/archive/training_data/training_data/61610_TV.wav,4000,21.488,85952,TV,,,0,1,,,False,False,61610,CirCor 2022,,,,Absent,Abnormal,True,,1,90335fddaf8dfbe59d631dd0e751b073af1ab3bf9dfc6c3c3f3e592c77891926
D4_training_data_63456_AV,D4,training_data,63456,False,63456_AV,dataset/archive/training_data/training_data/63456_AV.wav,4000,19.696,78784,AV,,,0,1,,,False,False,63456,CirCor 2022,,,,Absent,Abnormal,True,,1,488915451cdc3b2cce3aa8242d25550c2f91c8e4933a5648b7e7c51bf84b7a62
D4_training_data_63456_MV,D4,training_data,63456,False,63456_MV,dataset/archive/training_data/training_data/63456_MV.wav,4000,21.504,86016,MV,,,0,1,,,False,False,63456,CirCor 2022,,,,Absent,Abnormal,True,,1,1fa4455ba6fa0765b461e74a3d1c691218ffed475aefdf41d6b77490d8f67910
D4_training_data_63456_PV,D4,training_data,63456,False,63456_PV,dataset/archive/training_data/training_data/63456_PV.wav,4000,17.888,71552,PV,,,0,1,,,False,False,63456,CirCor 2022,,,,Absent,Abnormal,True,,1,c4676367b6ae65926b9b8a6c56eab276b305533ed3b4a53cd516f24fb4732855
D4_training_data_63456_TV,D4,training_data,63456,False,63456_TV,dataset/archive/training_data/training_data/63456_TV.wav,4000,15.104,60416,TV,,,0,1,,,False,False,63456,CirCor 2022,,,,Absent,Abnormal,True,,1,b18beb739035127d3e80b1ad32606e1d99c0bd5f0cb5f2ba78867b22fff1a76d
D4_training_data_63581_AV,D4,training_data,63581,False,63581_AV,dataset/archive/training_data/training_data/63581_AV.wav,4000,19.056,76224,AV,,,0,1,,,False,False,63581,CirCor 2022,,,,Absent,Abnormal,True,,1,ace1ba796a35db3fbf7d1e9614a1cf67236a775798447390b6bef0fc27c12e73
D4_training_data_63581_MV,D4,training_data,63581,False,63581_MV,dataset/archive/training_data/training_data/63581_MV.wav,4000,19.248,76992,MV,,,0,1,,,False,False,63581,CirCor 2022,,,,Absent,Abnormal,True,,1,18f1def63b45132c9dfe9fecc47769c92933b7aa07ffb15102f05796fb3732ed
D4_training_data_63581_PV,D4,training_data,63581,False,63581_PV,dataset/archive/training_data/training_data/63581_PV.wav,4000,23.6,94400,PV,,,0,1,,,False,False,63581,CirCor 2022,,,,Absent,Abnormal,True,,1,3fe4e7615f2323da7ea1f6bb7c31de7b9732f0a8c48fc2388c42ccf17d6b0ff5
D4_training_data_63581_TV,D4,training_data,63581,False,63581_TV,dataset/archive/training_data/training_data/63581_TV.wav,4000,19.744,78976,TV,,,0,1,,,False,False,63581,CirCor 2022,,,,Absent,Abnormal,True,,1,ff1dd27673f16ef1210895dfa2ac3bdea499db58a2c8006dea98e73f7e5a3307
D4_training_data_64256_MV,D4,training_data,64256,False,64256_MV,dataset/archive/training_data/training_data/64256_MV.wav,4000,13.152,52608,MV,,,1,1,,,False,False,64256,CirCor 2022,,,,Present,Abnormal,True,,1,e9db72cc5d301eb755aee3d4aeb3dc913f78c7d412018424f823a74e438dab27
D4_training_data_64256_PV,D4,training_data,64256,False,64256_PV,dataset/archive/training_data/training_data/64256_PV.wav,4000,23.2,92800,PV,,,1,1,,,False,False,64256,CirCor 2022,,,,Present,Abnormal,True,,1,42f6d857b28aa9f6ecb8b6705723ee02c63c29b2acaea6a762690dcae654618c
D4_training_data_64256_TV,D4,training_data,64256,False,64256_TV,dataset/archive/training_data/training_data/64256_TV.wav,4000,20.896,83584,TV,,,1,1,,,False,False,64256,CirCor 2022,,,,Present,Abnormal,True,,1,f6f9ae1a8c8e921c44dde158a959e5311347a5630e05b8fda21dfeb2fd13b436
D4_training_data_64715_MV,D4,training_data,64715,False,64715_MV,dataset/archive/training_data/training_data/64715_MV.wav,4000,16.192,64768,MV,,,0,0,,,False,False,64715,CirCor 2022,,,,Absent,Normal,True,,1,ce22a6169f84658b3412b7d4a57d256507bb510ce0606205b6b1da008d3d3830
D4_training_data_64715_PV,D4,training_data,64715,False,64715_PV,dataset/archive/training_data/training_data/64715_PV.wav,4000,10.656,42624,PV,,,0,0,,,False,False,64715,CirCor 2022,,,,Absent,Normal,True,,1,df0d3bbb0765857aceb173140d5569e3ac54bfdcd68f86112f7b86a057ac1d96
D4_training_data_64715_TV,D4,training_data,64715,False,64715_TV,dataset/archive/training_data/training_data/64715_TV.wav,4000,9.952,39808,TV,,,0,0,,,False,False,64715,CirCor 2022,,,,Absent,Normal,True,,1,f24b1ea12802efe79194b9f880bb969b86c2b240429e9308f7f5c60c03254f05
D4_training_data_68175_AV,D4,training_data,68175,False,68175_AV,dataset/archive/training_data/training_data/68175_AV.wav,4000,11.248,44992,AV,,,2,1,,,False,False,68175,CirCor 2022,,,,Unknown,Abnormal,True,,1,3cb452aea9faf3c7662870457c5f4c77dfe39efe54ad5273491edf606a5b1603
D4_training_data_68175_MV,D4,training_data,68175,False,68175_MV,dataset/archive/training_data/training_data/68175_MV.wav,4000,23.152,92608,MV,,,2,1,,,False,False,68175,CirCor 2022,,,,Unknown,Abnormal,True,,1,a80b3b8ac81e733c2290d6a8266df75f0fbe4c87c302a8b5d5883f81d5545ad4
D4_training_data_68175_PV,D4,training_data,68175,False,68175_PV,dataset/archive/training_data/training_data/68175_PV.wav,4000,7.552,30208,PV,,,2,1,,,False,False,68175,CirCor 2022,,,,Unknown,Abnormal,True,,1,4940efd2b419d17f905dcbf7f8d660a9145a6bf6f675f804516e65b5007a5410
D4_training_data_68175_TV,D4,training_data,68175,False,68175_TV,dataset/archive/training_data/training_data/68175_TV.wav,4000,9.888,39552,TV,,,2,1,,,False,False,68175,CirCor 2022,,,,Unknown,Abnormal,True,,1,8d907424dfb35fd08aff2b66994dfe9002eaa98a06241d6e28272e7686fc6de7
D4_training_data_68182_AV,D4,training_data,68182,False,68182_AV,dataset/archive/training_data/training_data/68182_AV.wav,4000,20.064,80256,AV,,,0,1,,,False,False,68182,CirCor 2022,,,,Absent,Abnormal,True,,1,337ad90279710eaeeeeeee67bd6921292da3501084d0f90d9a6c36af3912af22
D4_training_data_68182_MV,D4,training_data,68182,False,68182_MV,dataset/archive/training_data/training_data/68182_MV.wav,4000,20.64,82560,MV,,,0,1,,,False,False,68182,CirCor 2022,,,,Absent,Abnormal,True,,1,67f8623e0e5619274c4d070120157cb22549b8eac017861fd961d418e09ae487
D4_training_data_68182_PV,D4,training_data,68182,False,68182_PV,dataset/archive/training_data/training_data/68182_PV.wav,4000,20.848,83392,PV,,,0,1,,,False,False,68182,CirCor 2022,,,,Absent,Abnormal,True,,1,229ea2c1e5ff39152014ce2e618bc7848da8d174d9e7041e20bf8eef24f0bfcf
D4_training_data_68182_TV,D4,training_data,68182,False,68182_TV,dataset/archive/training_data/training_data/68182_TV.wav,4000,20.496,81984,TV,,,0,1,,,False,False,68182,CirCor 2022,,,,Absent,Abnormal,True,,1,6f4db8c3a2b988e5ff3a3eac1875cb6fb5e2849e8e12b4889a2eed7eec0d6783
D4_training_data_68186_AV,D4,training_data,68186,False,68186_AV,dataset/archive/training_data/training_data/68186_AV.wav,4000,14.592,58368,AV,,,0,0,,,False,False,68186,CirCor 2022,,,,Absent,Normal,True,,1,8b71c91b658d57fdb878267c4140c16a23402f565c9d7f2313d45c675781248d
D4_training_data_68186_MV,D4,training_data,68186,False,68186_MV,dataset/archive/training_data/training_data/68186_MV.wav,4000,29.888,119552,MV,,,0,0,,,False,False,68186,CirCor 2022,,,,Absent,Normal,True,,1,79ee1407810486e46357a781908310fa735fe5d321db7a9410fdfa6a142fd13b
D4_training_data_68186_PV,D4,training_data,68186,False,68186_PV,dataset/archive/training_data/training_data/68186_PV.wav,4000,22.48,89920,PV,,,0,0,,,False,False,68186,CirCor 2022,,,,Absent,Normal,True,,1,5aeb9a47f7e0f3d02f8783c3d3bc2c614d4f78351b31a1d0e01bfe721e10da03
D4_training_data_68186_TV,D4,training_data,68186,False,68186_TV,dataset/archive/training_data/training_data/68186_TV.wav,4000,22.16,88640,TV,,,0,0,,,False,False,68186,CirCor 2022,,,,Absent,Normal,True,,1,84fffa4b39a958f121c1900bb78d560890eb41b37f5ffa3760f006cca1a73abd
D4_training_data_68194_AV,D4,training_data,68194,False,68194_AV,dataset/archive/training_data/training_data/68194_AV.wav,4000,9.248,36992,AV,,,1,1,,,False,False,68194,CirCor 2022,,,,Present,Abnormal,True,,1,ddf129dfc4f4f64f44078c5db57e219ccd8126dd51d13bdd133917c928f2a265
D4_training_data_68194_MV,D4,training_data,68194,False,68194_MV,dataset/archive/training_data/training_data/68194_MV.wav,4000,11.664,46656,MV,,,1,1,,,False,False,68194,CirCor 2022,,,,Present,Abnormal,True,,1,03f6ac0f78864b94d2d2179e5c5a3faff847620197e243b7cd84d9d74d569fed
D4_training_data_68194_PV,D4,training_data,68194,False,68194_PV,dataset/archive/training_data/training_data/68194_PV.wav,4000,12.288,49152,PV,,,1,1,,,False,False,68194,CirCor 2022,,,,Present,Abnormal,True,,1,404fa51bb060f8f050e1ce795db7dcb0a728fbfc3b3b4f1f119824c5e88758f7
D4_training_data_68194_TV,D4,training_data,68194,False,68194_TV,dataset/archive/training_data/training_data/68194_TV.wav,4000,8.0,32000,TV,,,1,1,,,False,False,68194,CirCor 2022,,,,Present,Abnormal,True,,1,d4128ff45ba8b0ec13de3c9fd7bc5697efa8c8885f4583d6b59569675a152015
D4_training_data_68204_AV,D4,training_data,68204,False,68204_AV,dataset/archive/training_data/training_data/68204_AV.wav,4000,18.24,72960,AV,,,1,1,,,False,False,68204,CirCor 2022,,,,Present,Abnormal,True,,1,1f3293ae81e0c283c5c0bed36c04846d6abf7f3ec6caec7bb6813ea127a58cd6
D4_training_data_68204_MV,D4,training_data,68204,False,68204_MV,dataset/archive/training_data/training_data/68204_MV.wav,4000,15.392,61568,MV,,,1,1,,,False,False,68204,CirCor 2022,,,,Present,Abnormal,True,,1,110d83c8dd82d2a24904ef2d22d7da118d52ac8b2aedc6605fa5aa2b78a8cbd1
D4_training_data_68204_PV,D4,training_data,68204,False,68204_PV,dataset/archive/training_data/training_data/68204_PV.wav,4000,11.184,44736,PV,,,1,1,,,False,False,68204,CirCor 2022,,,,Present,Abnormal,True,,1,cdea765b916e92a54c2ed729d86ddbc8dc1f752e44c57991ccbb499702fffd82
D4_training_data_68204_TV,D4,training_data,68204,False,68204_TV,dataset/archive/training_data/training_data/68204_TV.wav,4000,12.448,49792,TV,,,1,1,,,False,False,68204,CirCor 2022,,,,Present,Abnormal,True,,1,448f563b439d693d81eebd66d6a34e63266842de84b53fc64654a0780c605366
D4_training_data_68213_AV,D4,training_data,68213,False,68213_AV,dataset/archive/training_data/training_data/68213_AV.wav,4000,20.0,80000,AV,,,0,0,,,False,False,68213,CirCor 2022,,,,Absent,Normal,True,,1,af09207ad1e2594bdd62c30d73db9fcf75d5977b63150936da3645450db2cb08
D4_training_data_68213_MV,D4,training_data,68213,False,68213_MV,dataset/archive/training_data/training_data/68213_MV.wav,4000,19.488,77952,MV,,,0,0,,,False,False,68213,CirCor 2022,,,,Absent,Normal,True,,1,4cdb6ea076891796218165d50ed6176182292855178219514227df65d3430a61
D4_training_data_68213_PV,D4,training_data,68213,False,68213_PV,dataset/archive/training_data/training_data/68213_PV.wav,4000,24.4,97600,PV,,,0,0,,,False,False,68213,CirCor 2022,,,,Absent,Normal,True,,1,5af15ade183b293ee18bada36ed551f75a3ab746fe85dffaad2d6750cd803938
D4_training_data_68213_TV,D4,training_data,68213,False,68213_TV,dataset/archive/training_data/training_data/68213_TV.wav,4000,20.096,80384,TV,,,0,0,,,False,False,68213,CirCor 2022,,,,Absent,Normal,True,,1,be40f9aeafd229675c3b1a410f0415974743c9b9e530d6a9ab00deb383175c5e
D4_training_data_68219_AV,D4,training_data,68219,False,68219_AV,dataset/archive/training_data/training_data/68219_AV.wav,4000,20.048,80192,AV,,,0,1,,,False,False,68219,CirCor 2022,,,,Absent,Abnormal,True,,1,b9f1f56944a43108c68f0a72b99db16548e0c09756799872a51c26c9b15d5190
D4_training_data_68219_MV,D4,training_data,68219,False,68219_MV,dataset/archive/training_data/training_data/68219_MV.wav,4000,22.048,88192,MV,,,0,1,,,False,False,68219,CirCor 2022,,,,Absent,Abnormal,True,,1,b66518c57bb8947b38e21354c27b0af32330aca778cfc0c80fac9bf36235d016
D4_training_data_68219_PV,D4,training_data,68219,False,68219_PV,dataset/archive/training_data/training_data/68219_PV.wav,4000,21.664,86656,PV,,,0,1,,,False,False,68219,CirCor 2022,,,,Absent,Abnormal,True,,1,c235f64de6698cb05be8c12405826769db9e4f3158b2744da7452b4af8b21231
D4_training_data_68219_TV,D4,training_data,68219,False,68219_TV,dataset/archive/training_data/training_data/68219_TV.wav,4000,19.984,79936,TV,,,0,1,,,False,False,68219,CirCor 2022,,,,Absent,Abnormal,True,,1,24b4f8e5788202969ddc4dd11ed3794b30a4e9621bdc54208f66599107f7307d
D4_training_data_68222_AV,D4,training_data,68222,False,68222_AV,dataset/archive/training_data/training_data/68222_AV.wav,4000,10.848,43392,AV,,,0,1,,,False,False,68222,CirCor 2022,,,,Absent,Abnormal,True,,1,23ac8f8be3c96830ec3a971f36e883d057ea64123455abc0aa5b177db798674b
D4_training_data_68222_MV,D4,training_data,68222,False,68222_MV,dataset/archive/training_data/training_data/68222_MV.wav,4000,17.552,70208,MV,,,0,1,,,False,False,68222,CirCor 2022,,,,Absent,Abnormal,True,,1,01088939a73ed4c40e2871dfcc1875f7a4e0d3536b97ce9978e6e280d900fd4c
D4_training_data_68222_PV,D4,training_data,68222,False,68222_PV,dataset/archive/training_data/training_data/68222_PV.wav,4000,12.896,51584,PV,,,0,1,,,False,False,68222,CirCor 2022,,,,Absent,Abnormal,True,,1,69201e4a65235e04fdcd6fee1e33a8dd8b8a9964cbee6f4a0e27f2a360e371a0
D4_training_data_68222_TV,D4,training_data,68222,False,68222_TV,dataset/archive/training_data/training_data/68222_TV.wav,4000,11.296,45184,TV,,,0,1,,,False,False,68222,CirCor 2022,,,,Absent,Abnormal,True,,1,ced448383bf98f64eb89f74a8b0ee7cd0d822da970a473c47f322a151533386f
D4_training_data_68255_AV,D4,training_data,68255,False,68255_AV,dataset/archive/training_data/training_data/68255_AV.wav,4000,23.152,92608,AV,,,1,1,,,False,False,68255,CirCor 2022,,,,Present,Abnormal,True,,1,bc5432dbb88ce4d3c48acf3dc196ddf62c47d1e8d910059993b2a7e33ccac419
D4_training_data_68255_MV,D4,training_data,68255,False,68255_MV,dataset/archive/training_data/training_data/68255_MV.wav,4000,20.064,80256,MV,,,1,1,,,False,False,68255,CirCor 2022,,,,Present,Abnormal,True,,1,3ac153ee681916c6f01c932c9a0d1f92cd9a5b217336545573dc7eb1435c128d
D4_training_data_68255_PV,D4,training_data,68255,False,68255_PV,dataset/archive/training_data/training_data/68255_PV.wav,4000,20.544,82176,PV,,,1,1,,,False,False,68255,CirCor 2022,,,,Present,Abnormal,True,,1,a83e8641d31055a5c9c8b061c36fbff388f540c3d0385be9e8550c37b2318def
D4_training_data_68255_TV,D4,training_data,68255,False,68255_TV,dataset/archive/training_data/training_data/68255_TV.wav,4000,19.888,79552,TV,,,1,1,,,False,False,68255,CirCor 2022,,,,Present,Abnormal,True,,1,2a9bfaa33e7335fa5fb67a9d3da4dc755e43e78c7883a98932b542973ebe9285
D4_training_data_68260_AV,D4,training_data,68260,False,68260_AV,dataset/archive/training_data/training_data/68260_AV.wav,4000,11.792,47168,AV,,,0,0,,,False,False,68260,CirCor 2022,,,,Absent,Normal,True,,1,91e64f9e1185fda5d640289b098e59bfba3acdb2ad06fa9492b4c88df1c67100
D4_training_data_68260_MV,D4,training_data,68260,False,68260_MV,dataset/archive/training_data/training_data/68260_MV.wav,4000,15.856,63424,MV,,,0,0,,,False,False,68260,CirCor 2022,,,,Absent,Normal,True,,1,b2a3983a0d176402cf3a8efe4152bd59d1813266ae588764c47ac9d912264885
D4_training_data_68260_PV,D4,training_data,68260,False,68260_PV,dataset/archive/training_data/training_data/68260_PV.wav,4000,12.096,48384,PV,,,0,0,,,False,False,68260,CirCor 2022,,,,Absent,Normal,True,,1,d6b2e118a2d0a6c202a1f924fc38f84d078f5451046c5fde7fb2cafabef81225
D4_training_data_68260_TV,D4,training_data,68260,False,68260_TV,dataset/archive/training_data/training_data/68260_TV.wav,4000,9.392,37568,TV,,,0,0,,,False,False,68260,CirCor 2022,,,,Absent,Normal,True,,1,d1a5103e9c58418f522ab654ed42b32991b150f8071f950cb802f43c1a0b7c4c
D4_training_data_68269_PV,D4,training_data,68269,False,68269_PV,dataset/archive/training_data/training_data/68269_PV.wav,4000,5.952,23808,PV,,,0,1,,,False,False,68269,CirCor 2022,,,,Absent,Abnormal,True,,1,642e87851d8842b42cb2407e0412aa8aabd58b17e3532bfa3b15a0be094079f1
D4_training_data_68269_TV,D4,training_data,68269,False,68269_TV,dataset/archive/training_data/training_data/68269_TV.wav,4000,6.592,26368,TV,,,0,1,,,False,False,68269,CirCor 2022,,,,Absent,Abnormal,True,,1,d07d4ee6c1522f8a65c2319cf8a9c486f4a3329dbccab7b5755ca61bc04527a6
D4_training_data_68279_MV,D4,training_data,68279,False,68279_MV,dataset/archive/training_data/training_data/68279_MV.wav,4000,22.0,88000,MV,,,1,1,,,False,False,68279,CirCor 2022,,,,Present,Abnormal,True,,1,6ea4bef1d2ec27986b4ba961510fdee1f6f58264b7f6cf86cf5cc371531cf5cf
D4_training_data_68279_PV,D4,training_data,68279,False,68279_PV,dataset/archive/training_data/training_data/68279_PV.wav,4000,18.496,73984,PV,,,1,1,,,False,False,68279,CirCor 2022,,,,Present,Abnormal,True,,1,793ebf7f4fdfbb4d80a3027c250099efbc92ed0093362e25308ef66945dafcbd
D4_training_data_68279_TV,D4,training_data,68279,False,68279_TV,dataset/archive/training_data/training_data/68279_TV.wav,4000,13.648,54592,TV,,,1,1,,,False,False,68279,CirCor 2022,,,,Present,Abnormal,True,,1,38e440fc0853ae19de604b90dcfaf6465a6c13b55acc859536ab29627330c3bf
D4_training_data_68292_AV,D4,training_data,68292,False,68292_AV,dataset/archive/training_data/training_data/68292_AV.wav,4000,13.392,53568,AV,,,0,1,,,False,False,68292,CirCor 2022,,,,Absent,Abnormal,True,,1,6f7aed9733fac6a7860081f421bf5d179c09a96f7bc86a08620dcae38b935608
D4_training_data_68292_MV,D4,training_data,68292,False,68292_MV,dataset/archive/training_data/training_data/68292_MV.wav,4000,15.696,62784,MV,,,0,1,,,False,False,68292,CirCor 2022,,,,Absent,Abnormal,True,,1,04ac0c32f12fbe9d7cfd0590ae6abf71e1c7368f2b0afde014a023430fe08299
D4_training_data_68292_PV,D4,training_data,68292,False,68292_PV,dataset/archive/training_data/training_data/68292_PV.wav,4000,15.792,63168,PV,,,0,1,,,False,False,68292,CirCor 2022,,,,Absent,Abnormal,True,,1,2f715ccd49685568bb58cb4219f06257d1dc9b5d2d838b76966aa79cf840a335
D4_training_data_68292_TV,D4,training_data,68292,False,68292_TV,dataset/archive/training_data/training_data/68292_TV.wav,4000,12.048,48192,TV,,,0,1,,,False,False,68292,CirCor 2022,,,,Absent,Abnormal,True,,1,f02fabb41b193e768aee1fd26a09fc8512c65ce98fea97a73b5300bdf09e4d9a
D4_training_data_68298_AV,D4,training_data,68298,False,68298_AV,dataset/archive/training_data/training_data/68298_AV.wav,4000,22.304,89216,AV,,,2,1,,,False,False,68298,CirCor 2022,,,,Unknown,Abnormal,True,,1,99c57b31478d71da2fcc6733c6df7caf79c838ef9daa3ce30e8be65cb32a07d0
D4_training_data_68298_MV,D4,training_data,68298,False,68298_MV,dataset/archive/training_data/training_data/68298_MV.wav,4000,23.2,92800,MV,,,2,1,,,False,False,68298,CirCor 2022,,,,Unknown,Abnormal,True,,1,ee8860f063eb6a2237ba2c3f6b79a05bf05bc1b9f278b091738755862718562a
